#RfamID	RfamAlias	EMBLAccession	ExpressionRank
RF01118 	 PK-G12rRNA 	 AE017225 	 78
RF00169 	 Bacteria_small_SRP 	 CP002382 	 9176
RF00005 	 tRNA 	 CP002382 	 9177
RF00005 	 tRNA 	 CP002382 	 9178
RF01356 	 CRISPR-DR28 	 CP002382 	 9179
RF00005 	 tRNA 	 CP002382 	 9180
RF01394 	 isrK 	 CP002382 	 9181
RF01356 	 CRISPR-DR28 	 CP002382 	 9182
RF01356 	 CRISPR-DR28 	 CP002382 	 9183
RF00005 	 tRNA 	 CP002382 	 9184
RF00005 	 tRNA 	 CP002382 	 9185
RF00512 	 Leu_leader 	 CP002382 	 9186
RF00005 	 tRNA 	 AL123456 	 5
RF00005 	 tRNA 	 AL123456 	 10
RF00177 	 SSU_rRNA_bacteria 	 AL123456 	 13
RF00023 	 tmRNA 	 AL123456 	 14
RF01118 	 PK-G12rRNA 	 AL123456 	 16
RF00001 	 5S_rRNA 	 AL123456 	 20
RF00005 	 tRNA 	 AL123456 	 22
RF00005 	 tRNA 	 AL123456 	 29
RF00023 	 tmRNA 	 AL123456 	 30
RF00005 	 tRNA 	 AL123456 	 31
RF00005 	 tRNA 	 AL123456 	 32
RF00005 	 tRNA 	 AL123456 	 34
RF00169 	 Bacteria_small_SRP 	 AL123456 	 36
RF00005 	 tRNA 	 AL123456 	 38
RF00005 	 tRNA 	 AL123456 	 42
RF00005 	 tRNA 	 AL123456 	 45
RF00005 	 tRNA 	 AL123456 	 46
RF00005 	 tRNA 	 AL123456 	 51
RF01066 	 6C 	 AL123456 	 52
RF00005 	 tRNA 	 AL123456 	 55
RF00005 	 tRNA 	 AL123456 	 56
RF00010 	 RNaseP_bact_a 	 AL123456 	 59
RF00005 	 tRNA 	 AL123456 	 60
RF00005 	 tRNA 	 AL123456 	 62
RF00005 	 tRNA 	 AL123456 	 67
RF00005 	 tRNA 	 AL123456 	 68
RF00005 	 tRNA 	 AL123456 	 70
RF00005 	 tRNA 	 AL123456 	 79
RF00174 	 Cobalamin 	 AL123456 	 81
RF00005 	 tRNA 	 AL123456 	 98
RF00005 	 tRNA 	 AL123456 	 100
RF00005 	 tRNA 	 AL123456 	 103
RF00005 	 tRNA 	 AL123456 	 107
RF00005 	 tRNA 	 AL123456 	 110
RF00005 	 tRNA 	 AL123456 	 113
RF00005 	 tRNA 	 AL123456 	 131
RF01783 	 b55 	 AL123456 	 138
RF01688 	 Actino-pnp 	 AL123456 	 139
RF00005 	 tRNA 	 AL123456 	 142
RF00005 	 tRNA 	 AL123456 	 158
RF00005 	 tRNA 	 AL123456 	 189
RF00380 	 ykoK 	 AL123456 	 199
RF00005 	 tRNA 	 AL123456 	 207
RF00023 	 tmRNA 	 AL123456 	 210
RF00005 	 tRNA 	 AL123456 	 226
RF00005 	 tRNA 	 AL123456 	 248
RF00005 	 tRNA 	 AL123456 	 252
RF01781 	 ASdes 	 AL123456 	 273
RF00005 	 tRNA 	 AL123456 	 350
RF00005 	 tRNA 	 AL123456 	 382
RF00005 	 tRNA 	 AL123456 	 394
RF01791 	 F6 	 AL123456 	 501
RF01372 	 CRISPR-DR59 	 AL123456 	 560
RF00005 	 tRNA 	 AL123456 	 699
RF00504 	 Glycine 	 AL123456 	 886
RF00380 	 ykoK 	 AL123456 	 948
RF00005 	 tRNA 	 AL123456 	 968
RF00080 	 yybP-ykoY 	 AL123456 	 1027
RF00005 	 tRNA 	 AL123456 	 1134
RF01781 	 ASdes 	 AL123456 	 1232
RF01746 	 mraW 	 AL123456 	 1273
RF01746 	 mraW 	 AL123456 	 1274
RF01356 	 CRISPR-DR28 	 AL123456 	 1613
RF00029 	 Intron_gpII 	 AL123456 	 2103
RF00029 	 Intron_gpII 	 AL123456 	 2459
RF00005 	 tRNA 	 AL123456 	 2523
RF00379 	 ydaO-yuaA 	 AL123456 	 3089
RF00005 	 tRNA 	 AL123456 	 3231
RF00005 	 tRNA 	 AL123456 	 3288
RF00059 	 TPP 	 AL123456 	 3575
RF01668 	 P10 	 AL123456 	 4574
RF00059 	 TPP 	 AL123456 	 4575
RF01782 	 ASpks 	 AL123456 	 5026
RF01782 	 ASpks 	 AL123456 	 5027
RF01782 	 ASpks 	 AL123456 	 5028
RF00515 	 PyrR 	 AL123456 	 5165
RF01798 	 g2 	 AL123456 	 5322
RF01356 	 CRISPR-DR28 	 AL123456 	 5323
RF01688 	 Actino-pnp 	 AL123456 	 5324
RF00005 	 tRNA 	 AL123456 	 5557
RF00504 	 Glycine 	 AL123456 	 5912
RF01372 	 CRISPR-DR59 	 AL123456 	 6211
RF00174 	 Cobalamin 	 AL123456 	 6653
RF00634 	 SAM-IV 	 AL123456 	 7112
RF00005 	 tRNA 	 AL123456 	 7369
RF01356 	 CRISPR-DR28 	 AL123456 	 8611
RF02003 	 group-II-D1D4-4 	 AL123456 	 9141
RF01356 	 CRISPR-DR28 	 AL123456 	 9323
RF01356 	 CRISPR-DR28 	 AL123456 	 10694
RF01780 	 AS1890 	 AL123456 	 11514
RF01668 	 P10 	 AL123456 	 11515
RF01356 	 CRISPR-DR28 	 AL123456 	 15072
RF01372 	 CRISPR-DR59 	 AL123456 	 15553
RF01356 	 CRISPR-DR28 	 AL123456 	 16048
RF01782 	 ASpks 	 AL123456 	 18312
RF01779 	 AS1726 	 AL123456 	 18313
RF00177 	 SSU_rRNA_bacteria 	 U00089 	 9
RF01118 	 PK-G12rRNA 	 U00089 	 12
RF00023 	 tmRNA 	 U00089 	 24
RF00011 	 RNaseP_bact_b 	 U00089 	 39
RF00010 	 RNaseP_bact_a 	 U00089 	 41
RF01342 	 CRISPR-DR32 	 U00089 	 66
RF00005 	 tRNA 	 U00089 	 170
RF00005 	 tRNA 	 U00089 	 185
RF00005 	 tRNA 	 U00089 	 218
RF00005 	 tRNA 	 U00089 	 225
RF00005 	 tRNA 	 U00089 	 229
RF00005 	 tRNA 	 U00089 	 266
RF00005 	 tRNA 	 U00089 	 373
RF00005 	 tRNA 	 U00089 	 446
RF00005 	 tRNA 	 U00089 	 481
RF00005 	 tRNA 	 U00089 	 524
RF00005 	 tRNA 	 U00089 	 556
RF00005 	 tRNA 	 U00089 	 557
RF00005 	 tRNA 	 U00089 	 603
RF00005 	 tRNA 	 U00089 	 604
RF00001 	 5S_rRNA 	 U00089 	 671
RF00005 	 tRNA 	 U00089 	 706
RF00005 	 tRNA 	 U00089 	 800
RF00005 	 tRNA 	 U00089 	 801
RF00005 	 tRNA 	 U00089 	 864
RF00005 	 tRNA 	 U00089 	 940
RF00169 	 Bacteria_small_SRP 	 U00089 	 941
RF00005 	 tRNA 	 U00089 	 942
RF00005 	 tRNA 	 U00089 	 1233
RF00005 	 tRNA 	 U00089 	 1234
RF00005 	 tRNA 	 U00089 	 1235
RF00005 	 tRNA 	 U00089 	 1575
RF00005 	 tRNA 	 U00089 	 1576
RF00005 	 tRNA 	 U00089 	 1577
RF00005 	 tRNA 	 U00089 	 1812
RF00005 	 tRNA 	 U00089 	 2168
RF00005 	 tRNA 	 U00089 	 2169
RF00005 	 tRNA 	 U00089 	 2170
RF00005 	 tRNA 	 U00089 	 2540
RF00005 	 tRNA 	 U00089 	 2541
RF00023 	 tmRNA 	 U00089 	 2542
RF00005 	 tRNA 	 U00089 	 2543
RF01342 	 CRISPR-DR32 	 U00089 	 3309
RF00005 	 tRNA 	 U00089 	 3310
RF00005 	 tRNA 	 U00089 	 3311
RF00005 	 tRNA 	 U00089 	 3312
RF00005 	 tRNA 	 U00089 	 3313
RF00238 	 ctRNA_pND324 	 U00089 	 3314
RF00001 	 5S_rRNA 	 AE017199 	 2
RF00002 	 5_8S_rRNA 	 AE017199 	 3
RF01959 	 SSU_rRNA_archaea 	 AE017199 	 7
RF00095 	 snoPyro_CD 	 AE017199 	 18
RF01274 	 sR45 	 AE017199 	 19
RF01152 	 sR1 	 AE017199 	 28
RF00095 	 snoPyro_CD 	 AE017199 	 32
RF00005 	 tRNA 	 AE017199 	 33
RF00095 	 snoPyro_CD 	 AE017199 	 36
RF00095 	 snoPyro_CD 	 AE017199 	 47
RF01139 	 sR2 	 AE017199 	 48
RF00095 	 snoPyro_CD 	 AE017199 	 66
RF00095 	 snoPyro_CD 	 AE017199 	 70
RF00005 	 tRNA 	 AE017199 	 76
RF00005 	 tRNA 	 AE017199 	 145
RF00005 	 tRNA 	 AE017199 	 160
RF00095 	 snoPyro_CD 	 AE017199 	 240
RF00005 	 tRNA 	 AE017199 	 289
RF00005 	 tRNA 	 AE017199 	 320
RF00005 	 tRNA 	 AE017199 	 340
RF00005 	 tRNA 	 AE017199 	 341
RF00005 	 tRNA 	 AE017199 	 361
RF00005 	 tRNA 	 AE017199 	 383
RF00005 	 tRNA 	 AE017199 	 406
RF00005 	 tRNA 	 AE017199 	 431
RF00005 	 tRNA 	 AE017199 	 432
RF01125 	 sR4 	 AE017199 	 433
RF00095 	 snoPyro_CD 	 AE017199 	 434
RF01139 	 sR2 	 AE017199 	 435
RF00005 	 tRNA 	 AE017199 	 564
RF00005 	 tRNA 	 AE017199 	 650
RF00005 	 tRNA 	 AE017199 	 651
RF00005 	 tRNA 	 AE017199 	 703
RF00005 	 tRNA 	 AE017199 	 861
RF00005 	 tRNA 	 AE017199 	 862
RF00005 	 tRNA 	 AE017199 	 1177
RF00005 	 tRNA 	 AE017199 	 1178
RF00005 	 tRNA 	 AE017199 	 1179
RF00005 	 tRNA 	 AE017199 	 1180
RF00005 	 tRNA 	 AE017199 	 1181
RF00005 	 tRNA 	 AE017199 	 1319
RF00005 	 tRNA 	 AE017199 	 1320
RF00005 	 tRNA 	 AE017199 	 1321
RF00005 	 tRNA 	 AE017199 	 1322
RF00005 	 tRNA 	 AE017199 	 1487
RF00005 	 tRNA 	 AE017199 	 1488
RF00005 	 tRNA 	 AE017199 	 1489
RF00005 	 tRNA 	 AE017199 	 1660
RF00005 	 tRNA 	 AE017199 	 1661
RF00005 	 tRNA 	 AE017199 	 1662
RF00005 	 tRNA 	 AE017199 	 1814
RF00005 	 tRNA 	 AE017199 	 1923
RF00005 	 tRNA 	 AE017199 	 1966
RF00005 	 tRNA 	 AE017199 	 1974
RF00005 	 tRNA 	 AE004969 	 1
RF01695 	 C4 	 AE004969 	 3
RF00005 	 tRNA 	 AE004969 	 4
RF00013 	 6S 	 AE004969 	 5
RF00005 	 tRNA 	 AE004969 	 6
RF00023 	 tmRNA 	 AE004969 	 7
RF00005 	 tRNA 	 AE004969 	 8
RF02221 	 sRNA-Xcc1 	 AE004969 	 12
RF00005 	 tRNA 	 AE004969 	 14
RF00010 	 RNaseP_bact_a 	 AE004969 	 15
RF00005 	 tRNA 	 AE004969 	 18
RF01850 	 beta_tmRNA 	 AE004969 	 20
RF00005 	 tRNA 	 AE004969 	 24
RF00504 	 Glycine 	 AE004969 	 25
RF00005 	 tRNA 	 AE004969 	 28
RF00005 	 tRNA 	 AE004969 	 29
RF00005 	 tRNA 	 AE004969 	 30
RF00005 	 tRNA 	 AE004969 	 38
RF00005 	 tRNA 	 AE004969 	 50
RF00140 	 Alpha_RBS 	 AE004969 	 56
RF00005 	 tRNA 	 AE004969 	 57
RF00005 	 tRNA 	 AE004969 	 58
RF00005 	 tRNA 	 AE004969 	 61
RF00169 	 Bacteria_small_SRP 	 AE004969 	 63
RF00005 	 tRNA 	 AE004969 	 70
RF00005 	 tRNA 	 AE004969 	 71
RF02274 	 AniS 	 AE004969 	 83
RF00005 	 tRNA 	 AE004969 	 90
RF00005 	 tRNA 	 AE004969 	 97
RF01766 	 cspA 	 AE004969 	 99
RF00005 	 tRNA 	 AE004969 	 114
RF00005 	 tRNA 	 AE004969 	 127
RF00005 	 tRNA 	 AE004969 	 134
RF00005 	 tRNA 	 AE004969 	 138
RF00005 	 tRNA 	 AE004969 	 183
RF00005 	 tRNA 	 AE004969 	 185
RF00005 	 tRNA 	 AE004969 	 201
RF00005 	 tRNA 	 AE004969 	 214
RF00005 	 tRNA 	 AE004969 	 216
RF00005 	 tRNA 	 AE004969 	 239
RF00005 	 tRNA 	 AE004969 	 243
RF01416 	 NrrF 	 AE004969 	 325
RF00114 	 S15 	 AE004969 	 338
RF01356 	 CRISPR-DR28 	 AE004969 	 352
RF00005 	 tRNA 	 AE004969 	 363
RF00005 	 tRNA 	 AE004969 	 366
RF00005 	 tRNA 	 AE004969 	 465
RF00005 	 tRNA 	 AE004969 	 576
RF01356 	 CRISPR-DR28 	 AE004969 	 682
RF00001 	 5S_rRNA 	 AE004969 	 740
RF00005 	 tRNA 	 AE004969 	 753
RF00005 	 tRNA 	 AE004969 	 852
RF01356 	 CRISPR-DR28 	 AE004969 	 894
RF01356 	 CRISPR-DR28 	 AE004969 	 895
RF01356 	 CRISPR-DR28 	 AE004969 	 907
RF01356 	 CRISPR-DR28 	 AE004969 	 1028
RF00005 	 tRNA 	 AE004969 	 1038
RF00005 	 tRNA 	 AE004969 	 1085
RF00522 	 PreQ1 	 AE004969 	 1138
RF01681 	 P4 	 AE004969 	 1163
RF00005 	 tRNA 	 AE004969 	 1738
RF01356 	 CRISPR-DR28 	 AE004969 	 1758
RF01356 	 CRISPR-DR28 	 AE004969 	 1783
RF01356 	 CRISPR-DR28 	 AE004969 	 1784
RF01470 	 rli38 	 AE004969 	 1849
RF01356 	 CRISPR-DR28 	 AE004969 	 1875
RF01725 	 SAM-I-IV-variant 	 AE004969 	 1965
RF01416 	 NrrF 	 AE004969 	 2030
RF01356 	 CRISPR-DR28 	 AE004969 	 2031
RF00005 	 tRNA 	 AE004969 	 2069
RF01668 	 P10 	 AE004969 	 2149
RF00005 	 tRNA 	 AE004969 	 2196
RF01356 	 CRISPR-DR28 	 AE004969 	 2197
RF00005 	 tRNA 	 AE004969 	 2257
RF00005 	 tRNA 	 AE004969 	 2258
RF01356 	 CRISPR-DR28 	 AE004969 	 2341
RF01356 	 CRISPR-DR28 	 AE004969 	 2342
RF00059 	 TPP 	 AE004969 	 2392
RF01394 	 isrK 	 AE004969 	 2453
RF01356 	 CRISPR-DR28 	 AE004969 	 2635
RF01356 	 CRISPR-DR28 	 AE004969 	 2745
RF01342 	 CRISPR-DR32 	 AE004969 	 2746
RF00238 	 ctRNA_pND324 	 AE004969 	 2884
RF01356 	 CRISPR-DR28 	 AE004969 	 3098
RF01356 	 CRISPR-DR28 	 AE004969 	 3099
RF01394 	 isrK 	 AE004969 	 3182
RF00005 	 tRNA 	 AE004969 	 3261
RF00005 	 tRNA 	 AE004969 	 3262
RF00005 	 tRNA 	 AE004969 	 3553
RF01356 	 CRISPR-DR28 	 AE004969 	 3660
RF01356 	 CRISPR-DR28 	 AE004969 	 3755
RF01356 	 CRISPR-DR28 	 AE004969 	 3756
RF01356 	 CRISPR-DR28 	 AE004969 	 3757
RF01356 	 CRISPR-DR28 	 AE004969 	 3883
RF00001 	 5S_rRNA 	 AE004969 	 3884
RF01356 	 CRISPR-DR28 	 AE004969 	 3885
RF01356 	 CRISPR-DR28 	 AE004969 	 3886
RF01356 	 CRISPR-DR28 	 AE004969 	 4003
RF01356 	 CRISPR-DR28 	 AE004969 	 4166
RF01527 	 CC3510 	 AE004969 	 4167
RF01356 	 CRISPR-DR28 	 AE004969 	 4323
RF01356 	 CRISPR-DR28 	 AE004969 	 4500
RF01356 	 CRISPR-DR28 	 AE004969 	 4501
RF01344 	 CRISPR-DR34 	 AE004969 	 4502
RF01356 	 CRISPR-DR28 	 AE004969 	 4656
RF01356 	 CRISPR-DR28 	 AE004969 	 4851
RF01356 	 CRISPR-DR28 	 AE004969 	 4852
RF01356 	 CRISPR-DR28 	 AE004969 	 5050
RF01356 	 CRISPR-DR28 	 AE004969 	 5051
RF01356 	 CRISPR-DR28 	 AE004969 	 5052
RF01356 	 CRISPR-DR28 	 AE004969 	 5265
RF01356 	 CRISPR-DR28 	 AE004969 	 5266
RF01356 	 CRISPR-DR28 	 AE004969 	 5270
RF01356 	 CRISPR-DR28 	 AE004969 	 8749
RF00519 	 suhB 	 AE004969 	 8750
RF01356 	 CRISPR-DR28 	 AE004969 	 8751
RF01356 	 CRISPR-DR28 	 AE004969 	 8752
RF01356 	 CRISPR-DR28 	 AE004969 	 8753
RF01356 	 CRISPR-DR28 	 AE004969 	 8754
RF01356 	 CRISPR-DR28 	 AE004969 	 8755
RF00519 	 suhB 	 AE004969 	 8756
RF01730 	 Termite-leu 	 AE004969 	 8757
RF00001 	 5S_rRNA 	 AE004969 	 8758
RF01118 	 PK-G12rRNA 	 AE004969 	 8759
RF00005 	 tRNA 	 AE004969 	 8760
RF00005 	 tRNA 	 AE004969 	 8761
RF00177 	 SSU_rRNA_bacteria 	 AE004969 	 8762
RF00005 	 tRNA 	 AE004969 	 8763
RF01356 	 CRISPR-DR28 	 AE004969 	 8764
RF00519 	 suhB 	 AE004969 	 8765
RF01356 	 CRISPR-DR28 	 AE004969 	 8766
RF01356 	 CRISPR-DR28 	 AE004969 	 8767
RF01356 	 CRISPR-DR28 	 AE004969 	 8768
RF01356 	 CRISPR-DR28 	 AE004969 	 8769
RF00001 	 5S_rRNA 	 AE004969 	 8770
RF01118 	 PK-G12rRNA 	 AE004969 	 8771
RF00005 	 tRNA 	 AE004969 	 8772
RF00005 	 tRNA 	 AE004969 	 8773
RF00177 	 SSU_rRNA_bacteria 	 AE004969 	 8774
RF01356 	 CRISPR-DR28 	 AE004969 	 8775
RF01356 	 CRISPR-DR28 	 AE004969 	 8776
RF01356 	 CRISPR-DR28 	 AE004969 	 8777
RF01356 	 CRISPR-DR28 	 AE004969 	 8778
RF01356 	 CRISPR-DR28 	 AE004969 	 8779
RF01356 	 CRISPR-DR28 	 AE004969 	 8780
RF01356 	 CRISPR-DR28 	 AE004969 	 8781
RF01356 	 CRISPR-DR28 	 AE004969 	 8782
RF01356 	 CRISPR-DR28 	 AE004969 	 8783
RF01356 	 CRISPR-DR28 	 AE004969 	 8784
RF01356 	 CRISPR-DR28 	 AE004969 	 8785
RF01356 	 CRISPR-DR28 	 AE004969 	 8786
RF01356 	 CRISPR-DR28 	 AE004969 	 8787
RF00001 	 5S_rRNA 	 AE004969 	 8788
RF01118 	 PK-G12rRNA 	 AE004969 	 8789
RF00005 	 tRNA 	 AE004969 	 8790
RF00005 	 tRNA 	 AE004969 	 8791
RF00177 	 SSU_rRNA_bacteria 	 AE004969 	 8792
RF00519 	 suhB 	 AE004969 	 8793
RF01356 	 CRISPR-DR28 	 AE004969 	 8794
RF01356 	 CRISPR-DR28 	 AE004969 	 8795
RF01356 	 CRISPR-DR28 	 AE004969 	 8796
RF01356 	 CRISPR-DR28 	 AE004969 	 8797
RF01356 	 CRISPR-DR28 	 AE004969 	 8798
RF01385 	 isrA 	 AE004969 	 8799
RF01356 	 CRISPR-DR28 	 AE004969 	 8800
RF00001 	 5S_rRNA 	 AE004969 	 8801
RF01118 	 PK-G12rRNA 	 AE004969 	 8802
RF00005 	 tRNA 	 AE004969 	 8803
RF00005 	 tRNA 	 AE004969 	 8804
RF00177 	 SSU_rRNA_bacteria 	 AE004969 	 8805
RF01356 	 CRISPR-DR28 	 AE004969 	 8806
RF01356 	 CRISPR-DR28 	 AE004969 	 8807
RF01356 	 CRISPR-DR28 	 AE004969 	 8808
RF01356 	 CRISPR-DR28 	 AE004969 	 8809
RF01356 	 CRISPR-DR28 	 AE004969 	 8810
RF01356 	 CRISPR-DR28 	 AE004969 	 8811
RF00059 	 TPP 	 AE004969 	 8812
RF01356 	 CRISPR-DR28 	 AE004969 	 8813
RF01356 	 CRISPR-DR28 	 AE004969 	 8814
RF01356 	 CRISPR-DR28 	 AE004969 	 8815
RF01356 	 CRISPR-DR28 	 AE004969 	 8816
RF01356 	 CRISPR-DR28 	 AE004969 	 8817
RF01356 	 CRISPR-DR28 	 AE004969 	 8818
RF01356 	 CRISPR-DR28 	 AE004969 	 8819
RF01356 	 CRISPR-DR28 	 AE004969 	 8820
RF01356 	 CRISPR-DR28 	 AE004969 	 8821
RF01356 	 CRISPR-DR28 	 AE004969 	 8822
RF01356 	 CRISPR-DR28 	 AE004969 	 8823
RF01356 	 CRISPR-DR28 	 AE004969 	 8824
RF01356 	 CRISPR-DR28 	 AE004969 	 8825
RF01356 	 CRISPR-DR28 	 AE004969 	 8826
RF01356 	 CRISPR-DR28 	 AE004969 	 8827
RF01356 	 CRISPR-DR28 	 AE004969 	 8828
RF01356 	 CRISPR-DR28 	 AE004969 	 8829
RF01356 	 CRISPR-DR28 	 AE004969 	 8830
RF00519 	 suhB 	 AE004969 	 8831
RF01843 	 neisseria_FSE 	 AE004969 	 8832
RF01356 	 CRISPR-DR28 	 AE004969 	 8833
RF01356 	 CRISPR-DR28 	 AE004969 	 8834
RF02270 	 nse_sRNA 	 AE004969 	 8835
RF01356 	 CRISPR-DR28 	 AE004969 	 8836
RF00388 	 Anti-Q_RNA 	 AE004969 	 8837
RF00023 	 tmRNA 	 AP009380 	 22
RF00174 	 Cobalamin 	 AP009380 	 23
RF00174 	 Cobalamin 	 AP009380 	 58
RF00005 	 tRNA 	 AP009380 	 60
RF00005 	 tRNA 	 AP009380 	 66
RF00010 	 RNaseP_bact_a 	 AP009380 	 131
RF00005 	 tRNA 	 AP009380 	 143
RF00005 	 tRNA 	 AP009380 	 144
RF00174 	 Cobalamin 	 AP009380 	 222
RF00005 	 tRNA 	 AP009380 	 250
RF01685 	 6S-Flavo 	 AP009380 	 255
RF01693 	 Bacteroidales-1 	 AP009380 	 283
RF00005 	 tRNA 	 AP009380 	 305
RF00005 	 tRNA 	 AP009380 	 307
RF00005 	 tRNA 	 AP009380 	 353
RF00005 	 tRNA 	 AP009380 	 361
RF00005 	 tRNA 	 AP009380 	 457
RF00005 	 tRNA 	 AP009380 	 522
RF00001 	 5S_rRNA 	 AP009380 	 547
RF00005 	 tRNA 	 AP009380 	 565
RF00005 	 tRNA 	 AP009380 	 597
RF00005 	 tRNA 	 AP009380 	 613
RF00005 	 tRNA 	 AP009380 	 617
RF00005 	 tRNA 	 AP009380 	 628
RF01359 	 CRISPR-DR46 	 AP009380 	 640
RF00005 	 tRNA 	 AP009380 	 722
RF00059 	 TPP 	 AP009380 	 742
RF00005 	 tRNA 	 AP009380 	 764
RF00005 	 tRNA 	 AP009380 	 808
RF00005 	 tRNA 	 AP009380 	 823
RF00005 	 tRNA 	 AP009380 	 937
RF01361 	 CRISPR-DR48 	 AP009380 	 1005
RF00174 	 Cobalamin 	 AP009380 	 1026
RF00005 	 tRNA 	 AP009380 	 1037
RF00005 	 tRNA 	 AP009380 	 1051
RF00005 	 tRNA 	 AP009380 	 1117
RF00005 	 tRNA 	 AP009380 	 1257
RF00005 	 tRNA 	 AP009380 	 1265
RF00174 	 Cobalamin 	 AP009380 	 1343
RF01361 	 CRISPR-DR48 	 AP009380 	 1346
RF00005 	 tRNA 	 AP009380 	 1379
RF00005 	 tRNA 	 AP009380 	 1389
RF00005 	 tRNA 	 AP009380 	 1411
RF00005 	 tRNA 	 AP009380 	 1435
RF00005 	 tRNA 	 AP009380 	 1474
RF00005 	 tRNA 	 AP009380 	 1508
RF00059 	 TPP 	 AP009380 	 1570
RF00005 	 tRNA 	 AP009380 	 1768
RF01361 	 CRISPR-DR48 	 AP009380 	 1986
RF01726 	 SAM-II_long_loops 	 AP009380 	 2177
RF00005 	 tRNA 	 AP009380 	 2459
RF00005 	 tRNA 	 AP009380 	 2496
RF00005 	 tRNA 	 AP009380 	 2949
RF00005 	 tRNA 	 AP009380 	 3132
RF00005 	 tRNA 	 AP009380 	 3256
RF01343 	 CRISPR-DR33 	 AP009380 	 3257
RF00005 	 tRNA 	 AP009380 	 3530
RF00005 	 tRNA 	 AP009380 	 3531
RF00005 	 tRNA 	 AP009380 	 4045
RF00005 	 tRNA 	 AP009380 	 4092
RF00005 	 tRNA 	 AP009380 	 4132
RF00005 	 tRNA 	 AP009380 	 4350
RF00005 	 tRNA 	 AP009380 	 5012
RF01470 	 rli38 	 AP009380 	 6239
RF00632 	 sxy 	 AP009380 	 6658
RF01730 	 Termite-leu 	 AP009380 	 7233
RF00029 	 Intron_gpII 	 AP009380 	 7723
RF00001 	 5S_rRNA 	 AP009380 	 8613
RF01118 	 PK-G12rRNA 	 AP009380 	 8614
RF00002 	 5_8S_rRNA 	 AP009380 	 8615
RF00005 	 tRNA 	 AP009380 	 8616
RF00005 	 tRNA 	 AP009380 	 8617
RF00177 	 SSU_rRNA_bacteria 	 AP009380 	 8618
RF00177 	 SSU_rRNA_bacteria 	 AP009380 	 8619
RF00177 	 SSU_rRNA_bacteria 	 AP009380 	 8620
RF00005 	 tRNA 	 AP009380 	 8621
RF00005 	 tRNA 	 AP009380 	 8622
RF00002 	 5_8S_rRNA 	 AP009380 	 8623
RF01118 	 PK-G12rRNA 	 AP009380 	 8624
RF00001 	 5S_rRNA 	 AP009380 	 8625
RF00005 	 tRNA 	 AP009380 	 8626
RF00005 	 tRNA 	 AP009380 	 8627
RF00002 	 5_8S_rRNA 	 AP009380 	 8628
RF01118 	 PK-G12rRNA 	 AP009380 	 8629
RF00001 	 5S_rRNA 	 AP009380 	 8630
RF00177 	 SSU_rRNA_bacteria 	 AP009380 	 8631
RF00005 	 tRNA 	 AP009380 	 8632
RF00005 	 tRNA 	 AP009380 	 8633
RF00002 	 5_8S_rRNA 	 AP009380 	 8634
RF01118 	 PK-G12rRNA 	 AP009380 	 8635
RF00001 	 5S_rRNA 	 AP009380 	 8636
RF00005 	 tRNA 	 AE015924 	 1
RF00005 	 tRNA 	 AE015924 	 2
RF00001 	 5S_rRNA 	 AE015924 	 3
RF00005 	 tRNA 	 AE015924 	 4
RF00001 	 5S_rRNA 	 AE015924 	 5
RF00001 	 5S_rRNA 	 AE015924 	 6
RF00005 	 tRNA 	 AE015924 	 7
RF00005 	 tRNA 	 AE015924 	 9
RF00005 	 tRNA 	 AE015924 	 10
RF00005 	 tRNA 	 AE015924 	 11
RF00005 	 tRNA 	 AE015924 	 12
RF00005 	 tRNA 	 AE015924 	 13
RF00005 	 tRNA 	 AE015924 	 17
RF00005 	 tRNA 	 AE015924 	 24
RF01693 	 Bacteroidales-1 	 AE015924 	 25
RF00005 	 tRNA 	 AE015924 	 28
RF00001 	 5S_rRNA 	 AE015924 	 30
RF00002 	 5_8S_rRNA 	 AE015924 	 31
RF01685 	 6S-Flavo 	 AE015924 	 32
RF00002 	 5_8S_rRNA 	 AE015924 	 33
RF00002 	 5_8S_rRNA 	 AE015924 	 34
RF00177 	 SSU_rRNA_bacteria 	 AE015924 	 35
RF00005 	 tRNA 	 AE015924 	 36
RF00005 	 tRNA 	 AE015924 	 48
RF00177 	 SSU_rRNA_bacteria 	 AE015924 	 50
RF00177 	 SSU_rRNA_bacteria 	 AE015924 	 51
RF00177 	 SSU_rRNA_bacteria 	 AE015924 	 52
RF00005 	 tRNA 	 AE015924 	 54
RF00005 	 tRNA 	 AE015924 	 66
RF00005 	 tRNA 	 AE015924 	 68
RF00005 	 tRNA 	 AE015924 	 69
RF00002 	 5_8S_rRNA 	 AE015924 	 71
RF00005 	 tRNA 	 AE015924 	 72
RF00005 	 tRNA 	 AE015924 	 74
RF00005 	 tRNA 	 AE015924 	 75
RF00005 	 tRNA 	 AE015924 	 76
RF00005 	 tRNA 	 AE015924 	 77
RF00005 	 tRNA 	 AE015924 	 79
RF00005 	 tRNA 	 AE015924 	 80
RF00023 	 tmRNA 	 AE015924 	 81
RF00005 	 tRNA 	 AE015924 	 82
RF00005 	 tRNA 	 AE015924 	 83
RF00005 	 tRNA 	 AE015924 	 84
RF00005 	 tRNA 	 AE015924 	 85
RF00005 	 tRNA 	 AE015924 	 86
RF00005 	 tRNA 	 AE015924 	 87
RF00005 	 tRNA 	 AE015924 	 89
RF00005 	 tRNA 	 AE015924 	 90
