#RfamID	RfamAlias	EMBLAccession	ExpressionRank
RF02234 	 sX15 	 AM743169 	 86
RF00005 	 tRNA 	 AM743169 	 88
RF00005 	 tRNA 	 AM743169 	 89
RF02234 	 sX15 	 AM743169 	 92
RF02242 	 Xoo5 	 AM743169 	 95
RF00005 	 tRNA 	 AM743169 	 96
RF00005 	 tRNA 	 AM743169 	 98
RF00005 	 tRNA 	 AM743169 	 99
RF00005 	 tRNA 	 AM743169 	 101
RF00059 	 TPP 	 AM743169 	 102
RF02234 	 sX15 	 AM743169 	 105
RF00005 	 tRNA 	 AM743169 	 106
RF02234 	 sX15 	 AM743169 	 107
RF00005 	 tRNA 	 AM743169 	 111
RF00005 	 tRNA 	 AM743169 	 112
RF00005 	 tRNA 	 AM743169 	 113
RF00005 	 tRNA 	 AM743169 	 121
RF01356 	 CRISPR-DR28 	 AM743169 	 130
RF00005 	 tRNA 	 AM743169 	 135
RF00005 	 tRNA 	 AM743169 	 140
RF00005 	 tRNA 	 AM743169 	 141
RF00005 	 tRNA 	 AM743169 	 142
RF00005 	 tRNA 	 AM743169 	 143
RF00005 	 tRNA 	 AM743169 	 152
RF00005 	 tRNA 	 AM743169 	 161
RF00169 	 Bacteria_small_SRP 	 AM743169 	 165
RF00005 	 tRNA 	 AM743169 	 166
RF00005 	 tRNA 	 AM743169 	 173
RF01356 	 CRISPR-DR28 	 AM743169 	 174
RF01057 	 SAH_riboswitch 	 AM743169 	 175
RF00005 	 tRNA 	 AM743169 	 189
RF01766 	 cspA 	 AM743169 	 195
RF00127 	 t44 	 AM743169 	 200
RF01356 	 CRISPR-DR28 	 AM743169 	 201
RF00519 	 suhB 	 AM743169 	 210
RF01734 	 crcB 	 AM743169 	 211
RF01356 	 CRISPR-DR28 	 AM743169 	 216
RF00162 	 SAM 	 AM743169 	 217
RF01356 	 CRISPR-DR28 	 AM743169 	 221
RF00005 	 tRNA 	 AM743169 	 222
RF02234 	 sX15 	 AM743169 	 223
RF01356 	 CRISPR-DR28 	 AM743169 	 244
RF01356 	 CRISPR-DR28 	 AM743169 	 245
RF01695 	 C4 	 AM743169 	 246
RF00005 	 tRNA 	 AM743169 	 272
RF00005 	 tRNA 	 AM743169 	 273
RF00005 	 tRNA 	 AM743169 	 274
RF00504 	 Glycine 	 AM743169 	 275
RF00504 	 Glycine 	 AM743169 	 276
RF00080 	 yybP-ykoY 	 AM743169 	 277
RF00005 	 tRNA 	 AM743169 	 329
RF01766 	 cspA 	 AM743169 	 330
RF01681 	 P4 	 AM743169 	 331
RF01746 	 mraW 	 AM743169 	 332
RF01746 	 mraW 	 AM743169 	 333
RF01356 	 CRISPR-DR28 	 AM743169 	 334
RF01356 	 CRISPR-DR28 	 AM743169 	 335
RF00005 	 tRNA 	 AM743169 	 413
RF01356 	 CRISPR-DR28 	 AM743169 	 414
RF01356 	 CRISPR-DR28 	 AM743169 	 415
RF01356 	 CRISPR-DR28 	 AM743169 	 416
RF01356 	 CRISPR-DR28 	 AM743169 	 417
RF00504 	 Glycine 	 AM743169 	 418
RF01852 	 tRNA-Sec 	 AM743169 	 419
RF00005 	 tRNA 	 AM743169 	 420
RF00005 	 tRNA 	 AM743169 	 421
RF01356 	 CRISPR-DR28 	 AM743169 	 422
RF00050 	 FMN 	 AM743169 	 423
RF01372 	 CRISPR-DR59 	 AM743169 	 733
RF00005 	 tRNA 	 AM743169 	 734
RF01746 	 mraW 	 AM743169 	 735
RF01746 	 mraW 	 AM743169 	 736
RF00174 	 Cobalamin 	 AM743169 	 737
RF01356 	 CRISPR-DR28 	 AM743169 	 738
RF01356 	 CRISPR-DR28 	 AM743169 	 739
RF00519 	 suhB 	 AM743169 	 740
RF00519 	 suhB 	 AM743169 	 741
RF02221 	 sRNA-Xcc1 	 AM743169 	 742
RF01746 	 mraW 	 AM743169 	 743
RF01356 	 CRISPR-DR28 	 AM743169 	 744
RF00080 	 yybP-ykoY 	 AM743169 	 745
RF00519 	 suhB 	 AM743169 	 746
RF01372 	 CRISPR-DR59 	 AM743169 	 747
RF00174 	 Cobalamin 	 AM743169 	 748
RF02243 	 Xoo8 	 AM743169 	 749
RF01695 	 C4 	 AM743169 	 750
RF01366 	 CRISPR-DR53 	 AM743169 	 2122
RF01695 	 C4 	 AM743169 	 2123
RF01771 	 rnk_leader 	 AM743169 	 2124
RF01356 	 CRISPR-DR28 	 AM743169 	 2125
RF01066 	 6C 	 AM743169 	 2126
RF01356 	 CRISPR-DR28 	 AM743169 	 2127
RF02224 	 sX5 	 AM743169 	 2128
RF01356 	 CRISPR-DR28 	 AM743169 	 2129
RF01356 	 CRISPR-DR28 	 AM743169 	 2130
RF01356 	 CRISPR-DR28 	 AM743169 	 2131
RF01695 	 C4 	 AM743169 	 2132
RF01356 	 CRISPR-DR28 	 AM743169 	 2133
RF01356 	 CRISPR-DR28 	 AM743169 	 2134
RF00519 	 suhB 	 AM743169 	 2135
RF01730 	 Termite-leu 	 AM743169 	 2136
RF01356 	 CRISPR-DR28 	 AM743169 	 2137
RF01372 	 CRISPR-DR59 	 AM743169 	 2138
RF01670 	 P17 	 AM743169 	 4603
RF01356 	 CRISPR-DR28 	 AM743169 	 4604
RF01746 	 mraW 	 AM743169 	 4605
RF01372 	 CRISPR-DR59 	 AM743169 	 4606
RF01372 	 CRISPR-DR59 	 AM743169 	 4607
RF01356 	 CRISPR-DR28 	 AM743169 	 4608
RF01356 	 CRISPR-DR28 	 AM743169 	 4609
RF01356 	 CRISPR-DR28 	 AM743169 	 4610
RF01695 	 C4 	 AM743169 	 4611
RF01695 	 C4 	 AM743169 	 4612
RF01372 	 CRISPR-DR59 	 AM743169 	 4613
RF00005 	 tRNA 	 AM743169 	 4614
RF01356 	 CRISPR-DR28 	 AM743169 	 4615
RF01695 	 C4 	 AM743169 	 4616
RF01356 	 CRISPR-DR28 	 AM743169 	 4617
RF01356 	 CRISPR-DR28 	 AM743169 	 4618
RF01695 	 C4 	 AM743169 	 4619
RF01356 	 CRISPR-DR28 	 AM743169 	 4620
RF01746 	 mraW 	 AM743169 	 4621
RF01746 	 mraW 	 AM743169 	 4622
RF01695 	 C4 	 AM743169 	 4623
RF01356 	 CRISPR-DR28 	 AM743169 	 4624
RF01053 	 Deinococcus_Y_RNA 	 AM743169 	 4625
RF01356 	 CRISPR-DR28 	 AM743169 	 4626
RF01356 	 CRISPR-DR28 	 AM743169 	 4627
RF01356 	 CRISPR-DR28 	 AM743169 	 4628
RF01681 	 P4 	 AM743169 	 4629
RF01695 	 C4 	 AM743169 	 4630
RF00519 	 suhB 	 AM743169 	 4631
RF01356 	 CRISPR-DR28 	 AM743169 	 4632
RF01356 	 CRISPR-DR28 	 AM743169 	 4633
RF01989 	 SECIS_3 	 AM743169 	 4634
RF01356 	 CRISPR-DR28 	 AM743169 	 4635
RF01695 	 C4 	 AM743169 	 4636
RF01356 	 CRISPR-DR28 	 AM743169 	 4637
RF01670 	 P17 	 AM743169 	 4638
RF01695 	 C4 	 AM743169 	 4639
RF01356 	 CRISPR-DR28 	 AM743169 	 4640
RF00005 	 tRNA 	 AM743169 	 4641
RF01356 	 CRISPR-DR28 	 AM743169 	 4642
RF01356 	 CRISPR-DR28 	 AM743169 	 4643
RF02235 	 asX1 	 AM743169 	 4644
RF01356 	 CRISPR-DR28 	 AM743169 	 4645
RF01356 	 CRISPR-DR28 	 AM743169 	 4646
RF01356 	 CRISPR-DR28 	 AM743169 	 4647
RF01356 	 CRISPR-DR28 	 AM743169 	 4648
RF00519 	 suhB 	 AM743169 	 4649
RF01356 	 CRISPR-DR28 	 AM743169 	 4650
RF01695 	 C4 	 AM743169 	 4651
RF01394 	 isrK 	 AM743169 	 4652
RF01695 	 C4 	 AM743169 	 4653
RF01746 	 mraW 	 AM743169 	 4654
RF01356 	 CRISPR-DR28 	 AM743169 	 4655
RF01959 	 SSU_rRNA_archaea 	 AE006641 	 1
RF01145 	 sR14 	 AE006641 	 2
RF01139 	 sR2 	 AE006641 	 3
RF00095 	 snoPyro_CD 	 AE006641 	 4
RF00095 	 snoPyro_CD 	 AE006641 	 5
RF01120 	 sR33 	 AE006641 	 6
RF01150 	 sR11 	 AE006641 	 7
RF00095 	 snoPyro_CD 	 AE006641 	 8
RF00001 	 5S_rRNA 	 AE006641 	 10
RF00095 	 snoPyro_CD 	 AE006641 	 14
RF00095 	 snoPyro_CD 	 AE006641 	 15
RF00095 	 snoPyro_CD 	 AE006641 	 16
RF01857 	 Archaea_SRP 	 AE006641 	 17
RF00095 	 snoPyro_CD 	 AE006641 	 18
RF01274 	 sR45 	 AE006641 	 20
RF00095 	 snoPyro_CD 	 AE006641 	 21
RF00095 	 snoPyro_CD 	 AE006641 	 22
RF01139 	 sR2 	 AE006641 	 24
RF01312 	 sR9 	 AE006641 	 26
RF00095 	 snoPyro_CD 	 AE006641 	 27
RF01140 	 sR20 	 AE006641 	 28
RF00373 	 RNaseP_arch 	 AE006641 	 29
RF01312 	 sR9 	 AE006641 	 34
RF00095 	 snoPyro_CD 	 AE006641 	 36
RF01338 	 CRISPR-DR25 	 AE006641 	 39
RF01304 	 sR5 	 AE006641 	 42
RF01338 	 CRISPR-DR25 	 AE006641 	 43
RF00005 	 tRNA 	 AE006641 	 44
RF00095 	 snoPyro_CD 	 AE006641 	 46
RF00095 	 snoPyro_CD 	 AE006641 	 51
RF00005 	 tRNA 	 AE006641 	 56
RF00095 	 snoPyro_CD 	 AE006641 	 86
RF01338 	 CRISPR-DR25 	 AE006641 	 87
RF00005 	 tRNA 	 AE006641 	 91
RF00005 	 tRNA 	 AE006641 	 117
RF01338 	 CRISPR-DR25 	 AE006641 	 120
RF01152 	 sR1 	 AE006641 	 121
RF01311 	 sR8 	 AE006641 	 122
RF00095 	 snoPyro_CD 	 AE006641 	 127
RF01338 	 CRISPR-DR25 	 AE006641 	 147
RF01338 	 CRISPR-DR25 	 AE006641 	 167
RF01338 	 CRISPR-DR25 	 AE006641 	 176
RF01734 	 crcB 	 AE006641 	 177
RF01338 	 CRISPR-DR25 	 AE006641 	 217
RF00005 	 tRNA 	 AE006641 	 218
RF01338 	 CRISPR-DR25 	 AE006641 	 242
RF01338 	 CRISPR-DR25 	 AE006641 	 287
RF01338 	 CRISPR-DR25 	 AE006641 	 296
RF00005 	 tRNA 	 AE006641 	 297
RF01125 	 sR4 	 AE006641 	 298
RF01338 	 CRISPR-DR25 	 AE006641 	 320
RF00005 	 tRNA 	 AE006641 	 360
RF01338 	 CRISPR-DR25 	 AE006641 	 376
RF00005 	 tRNA 	 AE006641 	 377
RF01338 	 CRISPR-DR25 	 AE006641 	 398
RF01338 	 CRISPR-DR25 	 AE006641 	 399
RF00005 	 tRNA 	 AE006641 	 423
RF01338 	 CRISPR-DR25 	 AE006641 	 424
RF01338 	 CRISPR-DR25 	 AE006641 	 425
RF00005 	 tRNA 	 AE006641 	 448
RF00005 	 tRNA 	 AE006641 	 449
RF00005 	 tRNA 	 AE006641 	 518
RF00005 	 tRNA 	 AE006641 	 519
RF01338 	 CRISPR-DR25 	 AE006641 	 551
RF01338 	 CRISPR-DR25 	 AE006641 	 588
RF00005 	 tRNA 	 AE006641 	 589
RF00005 	 tRNA 	 AE006641 	 590
RF01338 	 CRISPR-DR25 	 AE006641 	 637
RF01338 	 CRISPR-DR25 	 AE006641 	 638
RF00005 	 tRNA 	 AE006641 	 639
RF01338 	 CRISPR-DR25 	 AE006641 	 708
RF00005 	 tRNA 	 AE006641 	 709
RF00005 	 tRNA 	 AE006641 	 710
RF01338 	 CRISPR-DR25 	 AE006641 	 785
RF01338 	 CRISPR-DR25 	 AE006641 	 786
RF01338 	 CRISPR-DR25 	 AE006641 	 787
RF01338 	 CRISPR-DR25 	 AE006641 	 788
RF01338 	 CRISPR-DR25 	 AE006641 	 789
RF00005 	 tRNA 	 AE006641 	 790
RF00005 	 tRNA 	 AE006641 	 791
RF00005 	 tRNA 	 AE006641 	 894
RF01338 	 CRISPR-DR25 	 AE006641 	 895
RF01338 	 CRISPR-DR25 	 AE006641 	 896
RF01338 	 CRISPR-DR25 	 AE006641 	 897
RF01338 	 CRISPR-DR25 	 AE006641 	 898
RF01338 	 CRISPR-DR25 	 AE006641 	 899
RF00005 	 tRNA 	 AE006641 	 900
RF00005 	 tRNA 	 AE006641 	 901
RF00005 	 tRNA 	 AE006641 	 902
RF01338 	 CRISPR-DR25 	 AE006641 	 1032
RF01338 	 CRISPR-DR25 	 AE006641 	 1033
RF01338 	 CRISPR-DR25 	 AE006641 	 1034
RF01338 	 CRISPR-DR25 	 AE006641 	 1035
RF00005 	 tRNA 	 AE006641 	 1036
RF00005 	 tRNA 	 AE006641 	 1037
RF00005 	 tRNA 	 AE006641 	 1038
RF01338 	 CRISPR-DR25 	 AE006641 	 1219
RF01338 	 CRISPR-DR25 	 AE006641 	 1220
RF01338 	 CRISPR-DR25 	 AE006641 	 1221
RF01338 	 CRISPR-DR25 	 AE006641 	 1222
RF01338 	 CRISPR-DR25 	 AE006641 	 1223
RF01338 	 CRISPR-DR25 	 AE006641 	 1224
RF01338 	 CRISPR-DR25 	 AE006641 	 1225
RF01338 	 CRISPR-DR25 	 AE006641 	 1226
RF01338 	 CRISPR-DR25 	 AE006641 	 1227
RF00005 	 tRNA 	 AE006641 	 1228
RF00005 	 tRNA 	 AE006641 	 1229
RF00005 	 tRNA 	 AE006641 	 1230
RF00005 	 tRNA 	 AE006641 	 1231
RF00005 	 tRNA 	 AE006641 	 1232
RF00005 	 tRNA 	 AE006641 	 1233
RF01338 	 CRISPR-DR25 	 AE006641 	 1441
RF01338 	 CRISPR-DR25 	 AE006641 	 1442
RF01338 	 CRISPR-DR25 	 AE006641 	 1443
RF01338 	 CRISPR-DR25 	 AE006641 	 1444
RF01338 	 CRISPR-DR25 	 AE006641 	 1445
RF01338 	 CRISPR-DR25 	 AE006641 	 1446
RF01338 	 CRISPR-DR25 	 AE006641 	 1447
RF01338 	 CRISPR-DR25 	 AE006641 	 1448
RF01338 	 CRISPR-DR25 	 AE006641 	 1449
RF01338 	 CRISPR-DR25 	 AE006641 	 1450
RF01338 	 CRISPR-DR25 	 AE006641 	 1757
RF01338 	 CRISPR-DR25 	 AE006641 	 1758
RF01338 	 CRISPR-DR25 	 AE006641 	 1759
RF01338 	 CRISPR-DR25 	 AE006641 	 1760
RF01338 	 CRISPR-DR25 	 AE006641 	 1761
RF01338 	 CRISPR-DR25 	 AE006641 	 1762
RF01338 	 CRISPR-DR25 	 AE006641 	 1763
RF01338 	 CRISPR-DR25 	 AE006641 	 1764
RF01338 	 CRISPR-DR25 	 AE006641 	 1765
RF01338 	 CRISPR-DR25 	 AE006641 	 1766
RF00005 	 tRNA 	 AE006641 	 1767
RF00005 	 tRNA 	 AE006641 	 1768
RF00005 	 tRNA 	 AE006641 	 1769
RF00005 	 tRNA 	 AE006641 	 1770
RF01338 	 CRISPR-DR25 	 AE006641 	 2156
RF01338 	 CRISPR-DR25 	 AE006641 	 2157
RF01338 	 CRISPR-DR25 	 AE006641 	 2158
RF01338 	 CRISPR-DR25 	 AE006641 	 2159
RF01338 	 CRISPR-DR25 	 AE006641 	 2160
RF01338 	 CRISPR-DR25 	 AE006641 	 2161
RF01338 	 CRISPR-DR25 	 AE006641 	 2162
RF01338 	 CRISPR-DR25 	 AE006641 	 2163
RF01338 	 CRISPR-DR25 	 AE006641 	 2164
RF01338 	 CRISPR-DR25 	 AE006641 	 2165
RF01338 	 CRISPR-DR25 	 AE006641 	 2166
RF01338 	 CRISPR-DR25 	 AE006641 	 2167
RF01338 	 CRISPR-DR25 	 AE006641 	 2168
RF01338 	 CRISPR-DR25 	 AE006641 	 2169
RF01338 	 CRISPR-DR25 	 AE006641 	 2170
RF01338 	 CRISPR-DR25 	 AE006641 	 2171
RF01338 	 CRISPR-DR25 	 AE006641 	 2172
RF01338 	 CRISPR-DR25 	 AE006641 	 2173
RF01338 	 CRISPR-DR25 	 AE006641 	 2174
RF01338 	 CRISPR-DR25 	 AE006641 	 2175
RF01338 	 CRISPR-DR25 	 AE006641 	 2176
RF01338 	 CRISPR-DR25 	 AE006641 	 2177
RF01338 	 CRISPR-DR25 	 AE006641 	 2178
RF01338 	 CRISPR-DR25 	 AE006641 	 2179
RF01338 	 CRISPR-DR25 	 AE006641 	 2180
RF01338 	 CRISPR-DR25 	 AE006641 	 2181
RF00005 	 tRNA 	 AE006641 	 2182
RF00005 	 tRNA 	 AE006641 	 2183
RF00005 	 tRNA 	 AE006641 	 2184
RF00005 	 tRNA 	 AE006641 	 2185
RF01338 	 CRISPR-DR25 	 AE006641 	 2650
RF01338 	 CRISPR-DR25 	 AE006641 	 2651
RF01338 	 CRISPR-DR25 	 AE006641 	 2652
RF01338 	 CRISPR-DR25 	 AE006641 	 2653
RF01338 	 CRISPR-DR25 	 AE006641 	 2654
RF01338 	 CRISPR-DR25 	 AE006641 	 2655
RF01338 	 CRISPR-DR25 	 AE006641 	 2656
RF01338 	 CRISPR-DR25 	 AE006641 	 2657
RF01338 	 CRISPR-DR25 	 AE006641 	 2658
RF01338 	 CRISPR-DR25 	 AE006641 	 2659
RF01338 	 CRISPR-DR25 	 AE006641 	 2660
RF01338 	 CRISPR-DR25 	 AE006641 	 2661
RF01338 	 CRISPR-DR25 	 AE006641 	 2662
RF01338 	 CRISPR-DR25 	 AE006641 	 2663
RF01338 	 CRISPR-DR25 	 AE006641 	 2664
RF01338 	 CRISPR-DR25 	 AE006641 	 2665
RF01338 	 CRISPR-DR25 	 AE006641 	 2666
RF01338 	 CRISPR-DR25 	 AE006641 	 2667
RF01338 	 CRISPR-DR25 	 AE006641 	 2668
RF01338 	 CRISPR-DR25 	 AE006641 	 2669
RF01338 	 CRISPR-DR25 	 AE006641 	 2670
RF01338 	 CRISPR-DR25 	 AE006641 	 2671
RF01338 	 CRISPR-DR25 	 AE006641 	 2672
RF01338 	 CRISPR-DR25 	 AE006641 	 2673
RF01338 	 CRISPR-DR25 	 AE006641 	 2674
RF01338 	 CRISPR-DR25 	 AE006641 	 2675
RF01338 	 CRISPR-DR25 	 AE006641 	 2676
RF01338 	 CRISPR-DR25 	 AE006641 	 2677
RF01338 	 CRISPR-DR25 	 AE006641 	 2678
RF01338 	 CRISPR-DR25 	 AE006641 	 2679
RF01338 	 CRISPR-DR25 	 AE006641 	 2680
RF01338 	 CRISPR-DR25 	 AE006641 	 2681
RF01338 	 CRISPR-DR25 	 AE006641 	 2682
RF01338 	 CRISPR-DR25 	 AE006641 	 2683
RF01338 	 CRISPR-DR25 	 AE006641 	 2684
RF01338 	 CRISPR-DR25 	 AE006641 	 2685
RF01338 	 CRISPR-DR25 	 AE006641 	 2686
RF01338 	 CRISPR-DR25 	 AE006641 	 2687
RF01338 	 CRISPR-DR25 	 AE006641 	 2688
RF01338 	 CRISPR-DR25 	 AE006641 	 2689
RF00062 	 HgcC 	 AE006641 	 2690
RF00005 	 tRNA 	 AE006641 	 2691
RF00005 	 tRNA 	 AE006641 	 2692
RF00062 	 HgcC 	 AE006641 	 2693
RF01338 	 CRISPR-DR25 	 AE006641 	 3046
RF01338 	 CRISPR-DR25 	 AE006641 	 3047
RF01338 	 CRISPR-DR25 	 AE006641 	 3048
RF01338 	 CRISPR-DR25 	 AE006641 	 3049
RF01338 	 CRISPR-DR25 	 AE006641 	 3050
RF01338 	 CRISPR-DR25 	 AE006641 	 3051
RF01338 	 CRISPR-DR25 	 AE006641 	 3052
RF01338 	 CRISPR-DR25 	 AE006641 	 3053
RF01338 	 CRISPR-DR25 	 AE006641 	 3054
RF01338 	 CRISPR-DR25 	 AE006641 	 3055
RF01338 	 CRISPR-DR25 	 AE006641 	 3056
RF01338 	 CRISPR-DR25 	 AE006641 	 3057
RF01338 	 CRISPR-DR25 	 AE006641 	 3058
RF01338 	 CRISPR-DR25 	 AE006641 	 3059
RF01338 	 CRISPR-DR25 	 AE006641 	 3060
RF01338 	 CRISPR-DR25 	 AE006641 	 3061
RF01338 	 CRISPR-DR25 	 AE006641 	 3062
RF01338 	 CRISPR-DR25 	 AE006641 	 3063
RF01338 	 CRISPR-DR25 	 AE006641 	 3064
RF01338 	 CRISPR-DR25 	 AE006641 	 3065
RF01338 	 CRISPR-DR25 	 AE006641 	 3066
RF01338 	 CRISPR-DR25 	 AE006641 	 3067
RF01338 	 CRISPR-DR25 	 AE006641 	 3068
RF01338 	 CRISPR-DR25 	 AE006641 	 3069
RF01338 	 CRISPR-DR25 	 AE006641 	 3070
RF01338 	 CRISPR-DR25 	 AE006641 	 3071
RF01338 	 CRISPR-DR25 	 AE006641 	 3072
RF01338 	 CRISPR-DR25 	 AE006641 	 3073
RF01338 	 CRISPR-DR25 	 AE006641 	 3074
RF01338 	 CRISPR-DR25 	 AE006641 	 3075
RF01338 	 CRISPR-DR25 	 AE006641 	 3076
RF01338 	 CRISPR-DR25 	 AE006641 	 3077
RF01338 	 CRISPR-DR25 	 AE006641 	 3078
RF01338 	 CRISPR-DR25 	 AE006641 	 3079
RF01338 	 CRISPR-DR25 	 AE006641 	 3080
RF01338 	 CRISPR-DR25 	 AE006641 	 3081
RF01338 	 CRISPR-DR25 	 AE006641 	 3082
RF00062 	 HgcC 	 AE006641 	 3083
RF00005 	 tRNA 	 AE006641 	 3084
RF01338 	 CRISPR-DR25 	 AE006641 	 3216
RF01338 	 CRISPR-DR25 	 AE006641 	 3217
RF01338 	 CRISPR-DR25 	 AE006641 	 3218
RF01338 	 CRISPR-DR25 	 AE006641 	 3219
RF01338 	 CRISPR-DR25 	 AE006641 	 3220
RF01338 	 CRISPR-DR25 	 AE006641 	 3221
RF01338 	 CRISPR-DR25 	 AE006641 	 3222
RF01338 	 CRISPR-DR25 	 AE006641 	 3223
RF01338 	 CRISPR-DR25 	 AE006641 	 3224
RF01338 	 CRISPR-DR25 	 AE006641 	 3225
RF01338 	 CRISPR-DR25 	 AE006641 	 3226
RF01338 	 CRISPR-DR25 	 AE006641 	 3227
RF01338 	 CRISPR-DR25 	 AE006641 	 3228
RF01338 	 CRISPR-DR25 	 AE006641 	 3229
RF01338 	 CRISPR-DR25 	 AE006641 	 3230
RF01338 	 CRISPR-DR25 	 AE006641 	 3231
RF01338 	 CRISPR-DR25 	 AE006641 	 3232
RF01338 	 CRISPR-DR25 	 AE006641 	 3233
RF01338 	 CRISPR-DR25 	 AE006641 	 3234
RF01338 	 CRISPR-DR25 	 AE006641 	 3235
RF01338 	 CRISPR-DR25 	 AE006641 	 3236
RF01338 	 CRISPR-DR25 	 AE006641 	 3237
RF01338 	 CRISPR-DR25 	 AE006641 	 3238
RF01338 	 CRISPR-DR25 	 AE006641 	 3239
RF01338 	 CRISPR-DR25 	 AE006641 	 3278
RF01338 	 CRISPR-DR25 	 AE006641 	 3279
RF01338 	 CRISPR-DR25 	 AE006641 	 3280
RF01338 	 CRISPR-DR25 	 AE006641 	 3281
RF01338 	 CRISPR-DR25 	 AE006641 	 3282
RF01338 	 CRISPR-DR25 	 AE006641 	 3283
RF00005 	 tRNA 	 CP000951 	 1
RF00005 	 tRNA 	 CP000951 	 2
RF00005 	 tRNA 	 CP000951 	 3
RF00005 	 tRNA 	 CP000951 	 4
RF00005 	 tRNA 	 CP000951 	 5
RF00005 	 tRNA 	 CP000951 	 6
RF00023 	 tmRNA 	 CP000951 	 7
RF00005 	 tRNA 	 CP000951 	 8
RF00005 	 tRNA 	 CP000951 	 9
RF00005 	 tRNA 	 CP000951 	 10
RF00005 	 tRNA 	 CP000951 	 11
RF00005 	 tRNA 	 CP000951 	 12
RF00005 	 tRNA 	 CP000951 	 13
RF00005 	 tRNA 	 CP000951 	 14
RF00005 	 tRNA 	 CP000951 	 15
RF00005 	 tRNA 	 CP000951 	 16
RF00005 	 tRNA 	 CP000951 	 17
RF00005 	 tRNA 	 CP000951 	 18
RF00005 	 tRNA 	 CP000951 	 19
RF00005 	 tRNA 	 CP000951 	 21
RF00005 	 tRNA 	 CP000951 	 22
RF00005 	 tRNA 	 CP000951 	 24
RF00169 	 Bacteria_small_SRP 	 CP000951 	 25
RF00005 	 tRNA 	 CP000951 	 26
RF00005 	 tRNA 	 CP000951 	 27
RF00005 	 tRNA 	 CP000951 	 30
RF00005 	 tRNA 	 CP000951 	 33
RF00005 	 tRNA 	 CP000951 	 34
RF00005 	 tRNA 	 CP000951 	 36
RF00005 	 tRNA 	 CP000951 	 42
RF00005 	 tRNA 	 CP000951 	 45
RF00005 	 tRNA 	 CP000951 	 46
RF00005 	 tRNA 	 CP000951 	 47
RF00005 	 tRNA 	 CP000951 	 48
RF01116 	 Yfr1 	 CP000951 	 49
RF01701 	 Cyano-1 	 CP000951 	 50
RF01343 	 CRISPR-DR33 	 CP000951 	 52
RF00005 	 tRNA 	 CP000951 	 55
RF00001 	 5S_rRNA 	 CP000951 	 75
RF01419 	 IsrR 	 CP000951 	 77
RF00005 	 tRNA 	 CP000951 	 84
RF00005 	 tRNA 	 CP000951 	 86
RF00001 	 5S_rRNA 	 CP000951 	 90
RF00005 	 tRNA 	 CP000951 	 109
RF00005 	 tRNA 	 CP000951 	 118
RF01356 	 CRISPR-DR28 	 CP000951 	 121
RF00010 	 RNaseP_bact_a 	 CP000951 	 124
RF00013 	 6S 	 CP000951 	 127
RF01343 	 CRISPR-DR33 	 CP000951 	 136
RF01419 	 IsrR 	 CP000951 	 146
RF00005 	 tRNA 	 CP000951 	 159
RF01366 	 CRISPR-DR53 	 CP000951 	 178
RF00519 	 suhB 	 CP000951 	 213
RF00557 	 L10_leader 	 CP000951 	 226
RF01343 	 CRISPR-DR33 	 CP000951 	 249
RF01343 	 CRISPR-DR33 	 CP000951 	 256
RF01343 	 CRISPR-DR33 	 CP000951 	 264
RF01343 	 CRISPR-DR33 	 CP000951 	 336
RF01343 	 CRISPR-DR33 	 CP000951 	 399
RF01343 	 CRISPR-DR33 	 CP000951 	 449
RF01343 	 CRISPR-DR33 	 CP000951 	 518
RF01343 	 CRISPR-DR33 	 CP000951 	 601
RF01343 	 CRISPR-DR33 	 CP000951 	 615
RF01343 	 CRISPR-DR33 	 CP000951 	 653
RF01343 	 CRISPR-DR33 	 CP000951 	 685
RF00028 	 Intron_gpI 	 CP000951 	 737
RF01361 	 CRISPR-DR48 	 CP000951 	 888
RF00039 	 DicF 	 CP000951 	 918
RF01342 	 CRISPR-DR32 	 CP000951 	 1287
RF01343 	 CRISPR-DR33 	 CP000951 	 1472
RF00059 	 TPP 	 CP000951 	 1721
RF00174 	 Cobalamin 	 CP000951 	 1926
RF01668 	 P10 	 CP000951 	 2695
RF00177 	 SSU_rRNA_bacteria 	 CP000951 	 2915
RF00005 	 tRNA 	 CP000951 	 2916
RF00005 	 tRNA 	 CP000951 	 2917
RF01118 	 PK-G12rRNA 	 CP000951 	 2918
RF01118 	 PK-G12rRNA 	 CP000951 	 2919
RF00005 	 tRNA 	 CP000951 	 2920
RF00005 	 tRNA 	 CP000951 	 2921
RF00177 	 SSU_rRNA_bacteria 	 CP000951 	 2922
RF00005 	 tRNA 	 CP000100 	 1
RF00005 	 tRNA 	 CP000100 	 2
RF00005 	 tRNA 	 CP000100 	 3
RF00005 	 tRNA 	 CP000100 	 4
RF00005 	 tRNA 	 CP000100 	 5
RF00005 	 tRNA 	 CP000100 	 6
RF00005 	 tRNA 	 CP000100 	 7
RF00005 	 tRNA 	 CP000100 	 8
RF00005 	 tRNA 	 CP000100 	 9
RF00005 	 tRNA 	 CP000100 	 10
RF00005 	 tRNA 	 CP000100 	 11
RF00169 	 Bacteria_small_SRP 	 CP000100 	 12
RF00005 	 tRNA 	 CP000100 	 13
RF00005 	 tRNA 	 CP000100 	 14
RF00005 	 tRNA 	 CP000100 	 15
RF00005 	 tRNA 	 CP000100 	 16
