#RfamID	RfamAlias	EMBLAccession	ExpressionRank
RF01118 	 PK-G12rRNA 	 AE017225 	 21
RF01363 	 CRISPR-DR50 	 CP002002 	 2786
RF00506 	 Thr_leader 	 CP002002 	 3246
RF01470 	 rli38 	 CP002002 	 3247
RF00504 	 Glycine 	 CP002002 	 3248
RF01470 	 rli38 	 CP002002 	 3249
RF01469 	 rli33 	 CP002002 	 3250
RF00174 	 Cobalamin 	 CP002002 	 4023
RF01466 	 rli34 	 CP002002 	 4024
RF01705 	 Flavo-1 	 CP002002 	 4025
RF01476 	 rliF 	 CP002002 	 4026
RF00238 	 ctRNA_pND324 	 CP002002 	 4027
RF01477 	 rli43 	 CP002002 	 4028
RF01466 	 rli34 	 CP002002 	 4029
RF01335 	 CRISPR-DR22 	 CP002002 	 4030
RF01335 	 CRISPR-DR22 	 CP002002 	 4031
RF01335 	 CRISPR-DR22 	 CP002002 	 4032
RF01464 	 rliA 	 CP002002 	 4033
RF01464 	 rliA 	 CP002002 	 4034
RF01471 	 rliB 	 CP002002 	 4035
RF01466 	 rli34 	 CP002002 	 4036
RF01466 	 rli34 	 CP002002 	 4037
RF01959 	 SSU_rRNA_archaea 	 CP000678 	 1
RF01959 	 SSU_rRNA_archaea 	 CP000678 	 2
RF01857 	 Archaea_SRP 	 CP000678 	 3
RF00001 	 5S_rRNA 	 CP000678 	 4
RF00001 	 5S_rRNA 	 CP000678 	 5
RF00001 	 5S_rRNA 	 CP000678 	 6
RF00373 	 RNaseP_arch 	 CP000678 	 7
RF00005 	 tRNA 	 CP000678 	 75
RF00005 	 tRNA 	 CP000678 	 267
RF00005 	 tRNA 	 CP000678 	 356
RF00005 	 tRNA 	 CP000678 	 368
RF00485 	 K_chan_RES 	 CP000678 	 394
RF00005 	 tRNA 	 CP000678 	 459
RF00005 	 tRNA 	 CP000678 	 472
RF00005 	 tRNA 	 CP000678 	 510
RF01125 	 sR4 	 CP000678 	 578
RF01152 	 sR1 	 CP000678 	 579
RF00095 	 snoPyro_CD 	 CP000678 	 590
RF01311 	 sR8 	 CP000678 	 591
RF01139 	 sR2 	 CP000678 	 608
RF00005 	 tRNA 	 CP000678 	 669
RF00050 	 FMN 	 CP000678 	 687
RF00005 	 tRNA 	 CP000678 	 767
RF00005 	 tRNA 	 CP000678 	 839
RF00005 	 tRNA 	 CP000678 	 840
RF00005 	 tRNA 	 CP000678 	 974
RF01150 	 sR11 	 CP000678 	 1003
RF00005 	 tRNA 	 CP000678 	 1035
RF00005 	 tRNA 	 CP000678 	 1176
RF00005 	 tRNA 	 CP000678 	 1256
RF00005 	 tRNA 	 CP000678 	 1257
RF00005 	 tRNA 	 CP000678 	 1258
RF00005 	 tRNA 	 CP000678 	 1320
RF00005 	 tRNA 	 CP000678 	 1427
RF00005 	 tRNA 	 CP000678 	 1658
RF00005 	 tRNA 	 CP000678 	 1808
RF00005 	 tRNA 	 CP000678 	 1867
RF00005 	 tRNA 	 CP000678 	 1868
RF00005 	 tRNA 	 CP000678 	 1869
RF00005 	 tRNA 	 CP000678 	 1920
RF00005 	 tRNA 	 CP000678 	 1921
RF00005 	 tRNA 	 CP000678 	 1922
RF00005 	 tRNA 	 CP000678 	 1923
RF00005 	 tRNA 	 CP000678 	 2042
RF00005 	 tRNA 	 CP000678 	 2043
RF00005 	 tRNA 	 CP000678 	 2101
RF00005 	 tRNA 	 CP000678 	 2139
RF00005 	 tRNA 	 CP000678 	 2140
RF00005 	 tRNA 	 CP000678 	 2141
RF01734 	 crcB 	 CP000678 	 2178
RF00005 	 tRNA 	 CP000678 	 2193
RF01118 	 PK-G12rRNA 	 CP002382 	 1
RF00177 	 SSU_rRNA_bacteria 	 CP002382 	 2
RF00001 	 5S_rRNA 	 CP002382 	 6
RF00010 	 RNaseP_bact_a 	 CP002382 	 9
RF00140 	 Alpha_RBS 	 CP002382 	 136
RF01815 	 rpsB 	 CP002382 	 229
RF01730 	 Termite-leu 	 CP002382 	 271
RF00005 	 tRNA 	 CP002382 	 354
RF01356 	 CRISPR-DR28 	 CP002382 	 448
RF00005 	 tRNA 	 CP002382 	 572
RF00005 	 tRNA 	 CP002382 	 662
RF01340 	 CRISPR-DR29 	 CP002382 	 781
RF00078 	 MicA 	 CP002382 	 782
RF01730 	 Termite-leu 	 CP002382 	 783
RF00238 	 ctRNA_pND324 	 CP002382 	 1195
RF00166 	 PrrB_RsmZ 	 CP002382 	 1196
RF01668 	 P10 	 CP002382 	 1197
RF01849 	 alpha_tmRNA 	 CP002382 	 1198
RF00005 	 tRNA 	 CP002382 	 1199
RF00005 	 tRNA 	 CP002382 	 1593
RF00005 	 tRNA 	 CP002382 	 1594
RF00005 	 tRNA 	 CP002382 	 1595
RF01730 	 Termite-leu 	 CP002382 	 1596
RF01408 	 sraL 	 CP002382 	 1597
RF00005 	 tRNA 	 CP002382 	 1598
RF00005 	 tRNA 	 CP002382 	 1602
RF00005 	 tRNA 	 CP002382 	 1603
RF00005 	 tRNA 	 CP002382 	 1604
RF00005 	 tRNA 	 CP002382 	 2247
RF00005 	 tRNA 	 CP002382 	 2248
RF01356 	 CRISPR-DR28 	 CP002382 	 2249
RF01746 	 mraW 	 CP002382 	 2250
RF01730 	 Termite-leu 	 CP002382 	 2251
RF01394 	 isrK 	 CP002382 	 2252
RF00005 	 tRNA 	 CP002382 	 2253
RF00005 	 tRNA 	 CP002382 	 2254
RF00005 	 tRNA 	 CP002382 	 2255
RF00005 	 tRNA 	 CP002382 	 2256
RF02221 	 sRNA-Xcc1 	 CP002382 	 2257
RF00078 	 MicA 	 CP002382 	 2258
RF00005 	 tRNA 	 CP002382 	 2259
RF01731 	 TwoAYGGAY 	 CP002382 	 2260
RF00078 	 MicA 	 CP002382 	 2261
RF01356 	 CRISPR-DR28 	 CP002382 	 2262
RF00005 	 tRNA 	 CP002382 	 2263
RF00005 	 tRNA 	 CP002382 	 2264
RF00519 	 suhB 	 CP002382 	 2265
RF00005 	 tRNA 	 CP002382 	 2725
RF01470 	 rli38 	 CP002382 	 2726
RF01771 	 rnk_leader 	 CP002382 	 2727
RF00519 	 suhB 	 CP002382 	 2728
RF00005 	 tRNA 	 CP002382 	 2729
RF00005 	 tRNA 	 CP002382 	 2730
RF01747 	 msiK 	 CP002382 	 2731
RF00005 	 tRNA 	 CP002382 	 2732
RF00005 	 tRNA 	 CP002382 	 2733
RF00005 	 tRNA 	 CP002382 	 2734
RF00005 	 tRNA 	 CP002382 	 2735
RF00005 	 tRNA 	 CP002382 	 2736
RF00033 	 MicF 	 CP002382 	 2737
RF00238 	 ctRNA_pND324 	 CP002382 	 2738
RF01356 	 CRISPR-DR28 	 CP002382 	 2739
RF01730 	 Termite-leu 	 CP002382 	 2740
RF01356 	 CRISPR-DR28 	 CP002382 	 2741
RF00005 	 tRNA 	 CP002382 	 2742
RF02221 	 sRNA-Xcc1 	 CP002382 	 2743
RF00005 	 tRNA 	 CP002382 	 2744
RF00005 	 tRNA 	 CP002382 	 2745
RF01470 	 rli38 	 CP002382 	 2746
RF01683 	 P6 	 CP002382 	 2747
RF01730 	 Termite-leu 	 CP002382 	 2748
RF00262 	 sar 	 CP002382 	 2749
RF00005 	 tRNA 	 CP002382 	 2750
RF00005 	 tRNA 	 CP002382 	 2751
RF01356 	 CRISPR-DR28 	 CP002382 	 2752
RF00005 	 tRNA 	 CP002382 	 2753
RF00512 	 Leu_leader 	 CP002382 	 2754
RF00169 	 Bacteria_small_SRP 	 CP002382 	 2755
RF00005 	 tRNA 	 CP002382 	 2756
RF00005 	 tRNA 	 CP002382 	 2757
RF01356 	 CRISPR-DR28 	 CP002382 	 2758
RF00005 	 tRNA 	 CP002382 	 2759
RF01394 	 isrK 	 CP002382 	 2760
RF01356 	 CRISPR-DR28 	 CP002382 	 2761
RF01356 	 CRISPR-DR28 	 CP002382 	 2762
RF00005 	 tRNA 	 CP002382 	 2763
RF00005 	 tRNA 	 CP002382 	 2764
RF00512 	 Leu_leader 	 CP002382 	 2765
RF00005 	 tRNA 	 AL123456 	 1
RF00005 	 tRNA 	 AL123456 	 2
RF00177 	 SSU_rRNA_bacteria 	 AL123456 	 3
RF00023 	 tmRNA 	 AL123456 	 4
RF01118 	 PK-G12rRNA 	 AL123456 	 5
RF00001 	 5S_rRNA 	 AL123456 	 6
RF00005 	 tRNA 	 AL123456 	 7
RF00005 	 tRNA 	 AL123456 	 8
RF00023 	 tmRNA 	 AL123456 	 9
RF00005 	 tRNA 	 AL123456 	 10
RF00005 	 tRNA 	 AL123456 	 11
RF00005 	 tRNA 	 AL123456 	 12
RF00169 	 Bacteria_small_SRP 	 AL123456 	 13
RF00005 	 tRNA 	 AL123456 	 14
RF00005 	 tRNA 	 AL123456 	 15
RF00005 	 tRNA 	 AL123456 	 16
RF00005 	 tRNA 	 AL123456 	 17
RF00005 	 tRNA 	 AL123456 	 19
RF01066 	 6C 	 AL123456 	 20
RF00005 	 tRNA 	 AL123456 	 21
RF00005 	 tRNA 	 AL123456 	 22
RF00010 	 RNaseP_bact_a 	 AL123456 	 25
RF00005 	 tRNA 	 AL123456 	 26
RF00005 	 tRNA 	 AL123456 	 27
RF00005 	 tRNA 	 AL123456 	 30
RF00005 	 tRNA 	 AL123456 	 31
RF00005 	 tRNA 	 AL123456 	 32
RF00005 	 tRNA 	 AL123456 	 34
RF00174 	 Cobalamin 	 AL123456 	 35
RF00005 	 tRNA 	 AL123456 	 41
RF00005 	 tRNA 	 AL123456 	 42
RF00005 	 tRNA 	 AL123456 	 45
RF00005 	 tRNA 	 AL123456 	 47
RF00005 	 tRNA 	 AL123456 	 48
RF00005 	 tRNA 	 AL123456 	 49
RF00005 	 tRNA 	 AL123456 	 52
RF01783 	 b55 	 AL123456 	 53
RF01688 	 Actino-pnp 	 AL123456 	 54
RF00005 	 tRNA 	 AL123456 	 56
RF00005 	 tRNA 	 AL123456 	 61
RF00005 	 tRNA 	 AL123456 	 70
RF00380 	 ykoK 	 AL123456 	 71
RF00005 	 tRNA 	 AL123456 	 72
RF00023 	 tmRNA 	 AL123456 	 73
RF00005 	 tRNA 	 AL123456 	 76
RF00005 	 tRNA 	 AL123456 	 84
RF00005 	 tRNA 	 AL123456 	 85
RF01781 	 ASdes 	 AL123456 	 89
RF00005 	 tRNA 	 AL123456 	 111
RF00005 	 tRNA 	 AL123456 	 120
RF00005 	 tRNA 	 AL123456 	 124
RF01791 	 F6 	 AL123456 	 151
RF01372 	 CRISPR-DR59 	 AL123456 	 171
RF00005 	 tRNA 	 AL123456 	 211
RF00504 	 Glycine 	 AL123456 	 267
RF00380 	 ykoK 	 AL123456 	 281
RF00005 	 tRNA 	 AL123456 	 286
RF00080 	 yybP-ykoY 	 AL123456 	 303
RF00005 	 tRNA 	 AL123456 	 333
RF01781 	 ASdes 	 AL123456 	 356
RF01746 	 mraW 	 AL123456 	 369
RF01746 	 mraW 	 AL123456 	 370
RF01356 	 CRISPR-DR28 	 AL123456 	 476
RF00029 	 Intron_gpII 	 AL123456 	 615
RF00029 	 Intron_gpII 	 AL123456 	 713
RF00005 	 tRNA 	 AL123456 	 724
RF00379 	 ydaO-yuaA 	 AL123456 	 876
RF00005 	 tRNA 	 AL123456 	 914
RF00005 	 tRNA 	 AL123456 	 931
RF00059 	 TPP 	 AL123456 	 1012
RF01668 	 P10 	 AL123456 	 1285
RF00059 	 TPP 	 AL123456 	 1286
RF01782 	 ASpks 	 AL123456 	 1414
RF01782 	 ASpks 	 AL123456 	 1415
RF01782 	 ASpks 	 AL123456 	 1416
RF00515 	 PyrR 	 AL123456 	 1449
RF01798 	 g2 	 AL123456 	 1493
RF01356 	 CRISPR-DR28 	 AL123456 	 1494
RF01688 	 Actino-pnp 	 AL123456 	 1495
RF00005 	 tRNA 	 AL123456 	 1567
RF00504 	 Glycine 	 AL123456 	 1674
RF01372 	 CRISPR-DR59 	 AL123456 	 1770
RF00174 	 Cobalamin 	 AL123456 	 1908
RF00634 	 SAM-IV 	 AL123456 	 2056
RF00005 	 tRNA 	 AL123456 	 2140
RF01356 	 CRISPR-DR28 	 AL123456 	 2479
RF02003 	 group-II-D1D4-4 	 AL123456 	 2639
RF01356 	 CRISPR-DR28 	 AL123456 	 2700
RF01356 	 CRISPR-DR28 	 AL123456 	 3094
RF01780 	 AS1890 	 AL123456 	 3341
RF01668 	 P10 	 AL123456 	 3342
RF01356 	 CRISPR-DR28 	 AL123456 	 4323
RF01372 	 CRISPR-DR59 	 AL123456 	 4449
RF01356 	 CRISPR-DR28 	 AL123456 	 4583
RF01782 	 ASpks 	 AL123456 	 5141
RF01779 	 AS1726 	 AL123456 	 5142
RF00177 	 SSU_rRNA_bacteria 	 U00089 	 1
RF01118 	 PK-G12rRNA 	 U00089 	 2
RF00023 	 tmRNA 	 U00089 	 5
RF00011 	 RNaseP_bact_b 	 U00089 	 10
RF00010 	 RNaseP_bact_a 	 U00089 	 11
RF01342 	 CRISPR-DR32 	 U00089 	 17
RF00005 	 tRNA 	 U00089 	 51
RF00005 	 tRNA 	 U00089 	 57
RF00005 	 tRNA 	 U00089 	 67
RF00005 	 tRNA 	 U00089 	 68
RF00005 	 tRNA 	 U00089 	 71
RF00005 	 tRNA 	 U00089 	 82
RF00005 	 tRNA 	 U00089 	 118
RF00005 	 tRNA 	 U00089 	 148
RF00005 	 tRNA 	 U00089 	 157
RF00005 	 tRNA 	 U00089 	 175
RF00005 	 tRNA 	 U00089 	 185
RF00005 	 tRNA 	 U00089 	 186
RF00005 	 tRNA 	 U00089 	 209
RF00005 	 tRNA 	 U00089 	 210
RF00001 	 5S_rRNA 	 U00089 	 239
RF00005 	 tRNA 	 U00089 	 254
RF00005 	 tRNA 	 U00089 	 293
RF00005 	 tRNA 	 U00089 	 294
RF00005 	 tRNA 	 U00089 	 313
RF00005 	 tRNA 	 U00089 	 341
RF00169 	 Bacteria_small_SRP 	 U00089 	 342
RF00005 	 tRNA 	 U00089 	 343
RF00005 	 tRNA 	 U00089 	 451
RF00005 	 tRNA 	 U00089 	 452
RF00005 	 tRNA 	 U00089 	 453
RF00005 	 tRNA 	 U00089 	 578
RF00005 	 tRNA 	 U00089 	 579
RF00005 	 tRNA 	 U00089 	 580
RF00005 	 tRNA 	 U00089 	 664
RF00005 	 tRNA 	 U00089 	 790
RF00005 	 tRNA 	 U00089 	 791
RF00005 	 tRNA 	 U00089 	 792
RF00005 	 tRNA 	 U00089 	 931
RF00005 	 tRNA 	 U00089 	 932
RF00023 	 tmRNA 	 U00089 	 933
RF00005 	 tRNA 	 U00089 	 934
RF01342 	 CRISPR-DR32 	 U00089 	 1139
RF00005 	 tRNA 	 U00089 	 1140
RF00005 	 tRNA 	 U00089 	 1141
RF00005 	 tRNA 	 U00089 	 1142
RF00005 	 tRNA 	 U00089 	 1143
RF00238 	 ctRNA_pND324 	 U00089 	 1144
RF00001 	 5S_rRNA 	 AE017199 	 1
RF00002 	 5_8S_rRNA 	 AE017199 	 2
RF01959 	 SSU_rRNA_archaea 	 AE017199 	 3
RF00095 	 snoPyro_CD 	 AE017199 	 5
RF01274 	 sR45 	 AE017199 	 6
RF01152 	 sR1 	 AE017199 	 8
RF00095 	 snoPyro_CD 	 AE017199 	 10
RF00005 	 tRNA 	 AE017199 	 11
RF00095 	 snoPyro_CD 	 AE017199 	 12
RF00095 	 snoPyro_CD 	 AE017199 	 18
RF01139 	 sR2 	 AE017199 	 19
RF00095 	 snoPyro_CD 	 AE017199 	 26
RF00095 	 snoPyro_CD 	 AE017199 	 27
RF00005 	 tRNA 	 AE017199 	 29
RF00005 	 tRNA 	 AE017199 	 49
RF00005 	 tRNA 	 AE017199 	 53
RF00095 	 snoPyro_CD 	 AE017199 	 73
RF00005 	 tRNA 	 AE017199 	 87
RF00005 	 tRNA 	 AE017199 	 96
RF00005 	 tRNA 	 AE017199 	 105
RF00005 	 tRNA 	 AE017199 	 106
RF00005 	 tRNA 	 AE017199 	 115
RF00005 	 tRNA 	 AE017199 	 123
RF00005 	 tRNA 	 AE017199 	 130
RF00005 	 tRNA 	 AE017199 	 140
RF00005 	 tRNA 	 AE017199 	 141
RF01125 	 sR4 	 AE017199 	 142
RF00095 	 snoPyro_CD 	 AE017199 	 143
RF01139 	 sR2 	 AE017199 	 144
RF00005 	 tRNA 	 AE017199 	 180
RF00005 	 tRNA 	 AE017199 	 207
RF00005 	 tRNA 	 AE017199 	 208
RF00005 	 tRNA 	 AE017199 	 226
RF00005 	 tRNA 	 AE017199 	 277
RF00005 	 tRNA 	 AE017199 	 278
RF00005 	 tRNA 	 AE017199 	 375
RF00005 	 tRNA 	 AE017199 	 376
RF00005 	 tRNA 	 AE017199 	 377
RF00005 	 tRNA 	 AE017199 	 378
RF00005 	 tRNA 	 AE017199 	 379
RF00005 	 tRNA 	 AE017199 	 421
RF00005 	 tRNA 	 AE017199 	 422
RF00005 	 tRNA 	 AE017199 	 423
RF00005 	 tRNA 	 AE017199 	 424
RF00005 	 tRNA 	 AE017199 	 477
RF00005 	 tRNA 	 AE017199 	 478
RF00005 	 tRNA 	 AE017199 	 479
RF00005 	 tRNA 	 AE017199 	 528
RF00005 	 tRNA 	 AE017199 	 529
RF00005 	 tRNA 	 AE017199 	 530
RF00005 	 tRNA 	 AE017199 	 560
RF00005 	 tRNA 	 AE017199 	 576
RF00005 	 tRNA 	 AE017199 	 583
RF00005 	 tRNA 	 AE017199 	 584
RF00005 	 tRNA 	 AE004969 	 1
RF01695 	 C4 	 AE004969 	 2
RF00005 	 tRNA 	 AE004969 	 3
RF00013 	 6S 	 AE004969 	 4
RF00005 	 tRNA 	 AE004969 	 5
RF00023 	 tmRNA 	 AE004969 	 6
RF00005 	 tRNA 	 AE004969 	 7
RF02221 	 sRNA-Xcc1 	 AE004969 	 8
RF00005 	 tRNA 	 AE004969 	 9
RF00010 	 RNaseP_bact_a 	 AE004969 	 10
RF00005 	 tRNA 	 AE004969 	 11
RF01850 	 beta_tmRNA 	 AE004969 	 12
RF00005 	 tRNA 	 AE004969 	 14
RF00504 	 Glycine 	 AE004969 	 15
RF00005 	 tRNA 	 AE004969 	 16
RF00005 	 tRNA 	 AE004969 	 17
RF00005 	 tRNA 	 AE004969 	 18
RF00005 	 tRNA 	 AE004969 	 23
RF00005 	 tRNA 	 AE004969 	 27
RF00140 	 Alpha_RBS 	 AE004969 	 30
RF00005 	 tRNA 	 AE004969 	 31
RF00005 	 tRNA 	 AE004969 	 32
RF00005 	 tRNA 	 AE004969 	 34
RF00169 	 Bacteria_small_SRP 	 AE004969 	 35
RF00005 	 tRNA 	 AE004969 	 38
RF00005 	 tRNA 	 AE004969 	 39
RF02274 	 AniS 	 AE004969 	 46
RF00005 	 tRNA 	 AE004969 	 50
RF00005 	 tRNA 	 AE004969 	 53
RF01766 	 cspA 	 AE004969 	 54
RF00005 	 tRNA 	 AE004969 	 63
RF00005 	 tRNA 	 AE004969 	 68
RF00005 	 tRNA 	 AE004969 	 71
RF00005 	 tRNA 	 AE004969 	 73
RF00005 	 tRNA 	 AE004969 	 91
RF00005 	 tRNA 	 AE004969 	 92
RF00005 	 tRNA 	 AE004969 	 100
RF00005 	 tRNA 	 AE004969 	 106
RF00005 	 tRNA 	 AE004969 	 107
RF00005 	 tRNA 	 AE004969 	 118
RF00005 	 tRNA 	 AE004969 	 121
RF01416 	 NrrF 	 AE004969 	 149
RF00114 	 S15 	 AE004969 	 155
RF01356 	 CRISPR-DR28 	 AE004969 	 163
RF00005 	 tRNA 	 AE004969 	 165
RF00005 	 tRNA 	 AE004969 	 168
RF00005 	 tRNA 	 AE004969 	 211
RF00005 	 tRNA 	 AE004969 	 250
RF01356 	 CRISPR-DR28 	 AE004969 	 292
RF00001 	 5S_rRNA 	 AE004969 	 314
RF00005 	 tRNA 	 AE004969 	 317
RF00005 	 tRNA 	 AE004969 	 352
RF01356 	 CRISPR-DR28 	 AE004969 	 364
RF01356 	 CRISPR-DR28 	 AE004969 	 365
RF01356 	 CRISPR-DR28 	 AE004969 	 369
RF01356 	 CRISPR-DR28 	 AE004969 	 410
RF00005 	 tRNA 	 AE004969 	 414
RF00005 	 tRNA 	 AE004969 	 425
RF00522 	 PreQ1 	 AE004969 	 440
RF01681 	 P4 	 AE004969 	 452
RF00005 	 tRNA 	 AE004969 	 629
RF01356 	 CRISPR-DR28 	 AE004969 	 638
RF01356 	 CRISPR-DR28 	 AE004969 	 644
RF01356 	 CRISPR-DR28 	 AE004969 	 645
RF01470 	 rli38 	 AE004969 	 668
RF01356 	 CRISPR-DR28 	 AE004969 	 676
RF01725 	 SAM-I-IV-variant 	 AE004969 	 703
RF01416 	 NrrF 	 AE004969 	 722
RF01356 	 CRISPR-DR28 	 AE004969 	 723
RF00005 	 tRNA 	 AE004969 	 738
RF01668 	 P10 	 AE004969 	 773
RF00005 	 tRNA 	 AE004969 	 790
RF01356 	 CRISPR-DR28 	 AE004969 	 791
RF00005 	 tRNA 	 AE004969 	 820
RF00005 	 tRNA 	 AE004969 	 821
RF01356 	 CRISPR-DR28 	 AE004969 	 847
RF01356 	 CRISPR-DR28 	 AE004969 	 848
RF00059 	 TPP 	 AE004969 	 859
RF01394 	 isrK 	 AE004969 	 873
RF01356 	 CRISPR-DR28 	 AE004969 	 936
RF01356 	 CRISPR-DR28 	 AE004969 	 976
RF01342 	 CRISPR-DR32 	 AE004969 	 977
RF00238 	 ctRNA_pND324 	 AE004969 	 1029
RF01356 	 CRISPR-DR28 	 AE004969 	 1106
RF01356 	 CRISPR-DR28 	 AE004969 	 1107
RF01394 	 isrK 	 AE004969 	 1131
RF00005 	 tRNA 	 AE004969 	 1158
RF00005 	 tRNA 	 AE004969 	 1159
RF00005 	 tRNA 	 AE004969 	 1256
RF01356 	 CRISPR-DR28 	 AE004969 	 1292
RF01356 	 CRISPR-DR28 	 AE004969 	 1319
RF01356 	 CRISPR-DR28 	 AE004969 	 1320
RF01356 	 CRISPR-DR28 	 AE004969 	 1321
RF01356 	 CRISPR-DR28 	 AE004969 	 1375
RF00001 	 5S_rRNA 	 AE004969 	 1376
RF01356 	 CRISPR-DR28 	 AE004969 	 1377
RF01356 	 CRISPR-DR28 	 AE004969 	 1378
RF01356 	 CRISPR-DR28 	 AE004969 	 1418
RF01356 	 CRISPR-DR28 	 AE004969 	 1467
RF01527 	 CC3510 	 AE004969 	 1468
RF01356 	 CRISPR-DR28 	 AE004969 	 1514
RF01356 	 CRISPR-DR28 	 AE004969 	 1573
RF01356 	 CRISPR-DR28 	 AE004969 	 1574
RF01344 	 CRISPR-DR34 	 AE004969 	 1575
RF01356 	 CRISPR-DR28 	 AE004969 	 1620
RF01356 	 CRISPR-DR28 	 AE004969 	 1686
RF01356 	 CRISPR-DR28 	 AE004969 	 1687
RF01356 	 CRISPR-DR28 	 AE004969 	 1753
RF01356 	 CRISPR-DR28 	 AE004969 	 1754
RF01356 	 CRISPR-DR28 	 AE004969 	 1755
RF01356 	 CRISPR-DR28 	 AE004969 	 1813
RF01356 	 CRISPR-DR28 	 AE004969 	 1814
RF01356 	 CRISPR-DR28 	 AE004969 	 1815
RF01356 	 CRISPR-DR28 	 AE004969 	 2672
RF00519 	 suhB 	 AE004969 	 2673
RF01356 	 CRISPR-DR28 	 AE004969 	 2674
RF01356 	 CRISPR-DR28 	 AE004969 	 2675
RF01356 	 CRISPR-DR28 	 AE004969 	 2676
RF01356 	 CRISPR-DR28 	 AE004969 	 2677
RF01356 	 CRISPR-DR28 	 AE004969 	 2678
RF00519 	 suhB 	 AE004969 	 2679
RF01730 	 Termite-leu 	 AE004969 	 2680
RF00001 	 5S_rRNA 	 AE004969 	 2681
RF01118 	 PK-G12rRNA 	 AE004969 	 2682
RF00005 	 tRNA 	 AE004969 	 2683
RF00005 	 tRNA 	 AE004969 	 2684
RF00177 	 SSU_rRNA_bacteria 	 AE004969 	 2685
RF00005 	 tRNA 	 AE004969 	 2686
RF01356 	 CRISPR-DR28 	 AE004969 	 2687
RF00519 	 suhB 	 AE004969 	 2688
RF01356 	 CRISPR-DR28 	 AE004969 	 2689
RF01356 	 CRISPR-DR28 	 AE004969 	 2690
RF01356 	 CRISPR-DR28 	 AE004969 	 2691
RF01356 	 CRISPR-DR28 	 AE004969 	 2692
RF00001 	 5S_rRNA 	 AE004969 	 2693
RF01118 	 PK-G12rRNA 	 AE004969 	 2694
RF00005 	 tRNA 	 AE004969 	 2695
RF00005 	 tRNA 	 AE004969 	 2696
RF00177 	 SSU_rRNA_bacteria 	 AE004969 	 2697
RF01356 	 CRISPR-DR28 	 AE004969 	 2698
RF01356 	 CRISPR-DR28 	 AE004969 	 2699
RF01356 	 CRISPR-DR28 	 AE004969 	 2700
RF01356 	 CRISPR-DR28 	 AE004969 	 2701
RF01356 	 CRISPR-DR28 	 AE004969 	 2702
RF01356 	 CRISPR-DR28 	 AE004969 	 2703
RF01356 	 CRISPR-DR28 	 AE004969 	 2704
RF01356 	 CRISPR-DR28 	 AE004969 	 2705
RF01356 	 CRISPR-DR28 	 AE004969 	 2706
RF01356 	 CRISPR-DR28 	 AE004969 	 2707
RF01356 	 CRISPR-DR28 	 AE004969 	 2708
RF01356 	 CRISPR-DR28 	 AE004969 	 2709
RF01356 	 CRISPR-DR28 	 AE004969 	 2710
RF00001 	 5S_rRNA 	 AE004969 	 2711
RF01118 	 PK-G12rRNA 	 AE004969 	 2712
RF00005 	 tRNA 	 AE004969 	 2713
RF00005 	 tRNA 	 AE004969 	 2714
RF00177 	 SSU_rRNA_bacteria 	 AE004969 	 2715
RF00519 	 suhB 	 AE004969 	 2716
RF01356 	 CRISPR-DR28 	 AE004969 	 2717
RF01356 	 CRISPR-DR28 	 AE004969 	 2718
RF01356 	 CRISPR-DR28 	 AE004969 	 2719
RF01356 	 CRISPR-DR28 	 AE004969 	 2720
RF01356 	 CRISPR-DR28 	 AE004969 	 2721
RF01385 	 isrA 	 AE004969 	 2722
RF01356 	 CRISPR-DR28 	 AE004969 	 2723
RF00001 	 5S_rRNA 	 AE004969 	 2724
RF01118 	 PK-G12rRNA 	 AE004969 	 2725
RF00005 	 tRNA 	 AE004969 	 2726
RF00005 	 tRNA 	 AE004969 	 2727
RF00177 	 SSU_rRNA_bacteria 	 AE004969 	 2728
RF01356 	 CRISPR-DR28 	 AE004969 	 2729
RF01356 	 CRISPR-DR28 	 AE004969 	 2730
RF01356 	 CRISPR-DR28 	 AE004969 	 2731
RF01356 	 CRISPR-DR28 	 AE004969 	 2732
RF01356 	 CRISPR-DR28 	 AE004969 	 2733
RF01356 	 CRISPR-DR28 	 AE004969 	 2734
RF00059 	 TPP 	 AE004969 	 2735
RF01356 	 CRISPR-DR28 	 AE004969 	 2736
RF01356 	 CRISPR-DR28 	 AE004969 	 2737
RF01356 	 CRISPR-DR28 	 AE004969 	 2738
RF01356 	 CRISPR-DR28 	 AE004969 	 2739
RF01356 	 CRISPR-DR28 	 AE004969 	 2740
RF01356 	 CRISPR-DR28 	 AE004969 	 2741
RF01356 	 CRISPR-DR28 	 AE004969 	 2742
RF01356 	 CRISPR-DR28 	 AE004969 	 2743
RF01356 	 CRISPR-DR28 	 AE004969 	 2744
RF01356 	 CRISPR-DR28 	 AE004969 	 2745
RF01356 	 CRISPR-DR28 	 AE004969 	 2746
RF01356 	 CRISPR-DR28 	 AE004969 	 2747
RF01356 	 CRISPR-DR28 	 AE004969 	 2748
RF01356 	 CRISPR-DR28 	 AE004969 	 2749
RF01356 	 CRISPR-DR28 	 AE004969 	 2750
RF01356 	 CRISPR-DR28 	 AE004969 	 2751
RF01356 	 CRISPR-DR28 	 AE004969 	 2752
RF01356 	 CRISPR-DR28 	 AE004969 	 2753
RF00519 	 suhB 	 AE004969 	 2754
RF01843 	 neisseria_FSE 	 AE004969 	 2755
