Species	EMBL	Experiment_ID	Dataset_ID	Strand_Correlation	Core_CDS_On	Core_Rfam_On	Annot_Concordance	Coverage	Fraction_mapped_reads
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445017	0.8850377	0.0789474	0.42	0.628044	0.4671	0.98497355359254021260
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445018	0.8596994	0.95	0.625	0.719398	0.5082	0.98149893822892569363
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445018	0.8839056	0.0789474	0.34	0.689732	0.5082	0.98149893822892569363
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445019	0.8539039	0.975	0.625	0.72641	0.4607	0.98297879008851606771
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445019	0.8808044	0.0789474	0.34	0.650365	0.4607	0.98297879008851606771
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445020	0.8614403	0.875	0.625	0.683611	0.2335	0.98583659042838675217
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445020	0.8808553	0.105263	0.42	0.630276	0.2335	0.98583659042838675217
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445021	0.8580245	0.95	0.828125	0.679813	0.2318	0.98736224249887461926
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445021	0.8768318	0.0526316	0.34	0.659497	0.2318	0.98736224249887461926
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445022	0.8591898	0.95	0.71875	0.717207	0.2683	0.98854148786685752755
Burkholderia_glumae_BGR1	CP001503.2	SRP011470	SRR445022	0.8789318	0.0789474	0.34	0.448661	0.2683	0.98854148786685752755
Bacillus_cereus_ATCC_10987	AE016877.1	ERR031734	ERR031734	0.797656	0.9	0.684211	0.261012	0.0954	0.97926882474037099867
Bacillus_cereus_ATCC_10987	AE017194.1	ERR031734	ERR031734	0.8046342	0.9	0.718447	0.272166	0.0954	0.97926882474037099867
Bacillus_anthracis	AE017225.1	GSE13543	GSM343458_1	0.6130392	0.975	0.514851	0.605467	0.3434	0.22881483675522227859
Bacillus_anthracis	AE017225.1	GSE13543	GSM343459_2A	0.7268219	0.925	0.158416	0.485962	0.1124	0.09879052621338128874
Bacillus_anthracis	AE017225.1	GSE13543	GSM343459_2B	0.7157102	0.95	0.168317	0.606206	0.1849	0.09873541594367472889
Bacillus_anthracis	AE017225.1	GSE13543	GSM343460_5	0.6088972	0.975	0.158416	0.609716	0.4187	0.31804334261626982994
Bacillus_anthracis	AE017225.1	GSE13543	GSM343461_6A	0.6061916	0.875	0.227723	0.5785	0.2533	0.13954551560337472010
Bacillus_anthracis	AE017225.1	GSE13543	GSM343461_6B	0.6069267	0.9	0.217822	0.601404	0.2701	0.13686885709498349509
Bacillus_anthracis	AE017225.1	GSE13543	GSM343462_7	0.7614683	0.8	0.108911	0.410972	0.1135	0.03085536053899431224
Bacillus_anthracis	AE017225.1	GSE13543	GSM343463_8A	0.7488464	0.825	0.138614	0.510713	0.0986	0.04505561643364823977
Bacillus_anthracis	AE017225.1	GSE13543	GSM343463_8B	0.7124239	0.825	0.118812	0.524012	0.1018	0.04538152105129504067
Bacillus_anthracis	AE017225.1	SRP001274	SRR028684	0.6031085	0.925	0.60396	0.360916	0.0839	0.81217656991527295737
Bacillus_anthracis	AE017225.1	SRP001274	SRR028685	0.602798	0.925	0.50495	0.359438	0.0852	0.81681128915581745338
Bacillus_anthracis	AE017225.1	SRP001274	SRR028686	0.606561	0.925	0.544554	0.369782	0.0884	0.81861211416362919104
Bacillus_anthracis	AE017225.1	SRP001274	SRR028687	0.7792352	0.9	0.356436	0.323421	0.0661	0.82430682319557751035
Bacillus_anthracis	AE017225.1	SRP001274	SRR028688	0.7785075	0.9	0.465347	0.321943	0.0640	0.82406969651175488854
Bacillus_anthracis	AE017225.1	SRP001274	SRR028689	0.780284	0.875	0.356436	0.311969	0.0614	0.82336083006971782278
